name,food_name,ingredients
수제약밥,약밥 전기밥솥으로 간단하게 만드는 초간단약밥 수제약밥 영양간식추천 약식 약밥보관법,"['찹쌀 2컵', '건대추', '밤', '잣', '해바라기씨', '견과류 믹스', '물', '범일진 간장', '흑설탕', '계피가루', '참기름', '꿀']"
치즈참치스팸김밥,치즈참치스팸김밥 만들기,"['밥', '참치캔', '스팸', '슬라이스치즈', '단무지', '오이', '계란', '마요네즈', '소금', '참기름', '맛술', '깨']"
치즈로제떡볶이,꾸덕하고 맛있는 치즈 로제떡볶이 만들기(feat.신전떡볶이),"['떡', '어묵', '계란', '우동사리', '슬라이스치즈', '모짜렐라치즈', '깨', '고추장', '고춧가루', '설탕', '카레가루', '진간장', '후추', '우유', '물']"
호두치즈핫케이크,호두 치즈핫케이크,"['핫케이크가루', '달걀', '우유', '체다치즈', '버터']"
다짐소고기김치볶음밥,다짐소고기 김치볶음밥 ,"['소고기', '양파', '당근', '토마토', '고기양념 간장', '미향', '다진마늘', '볶음밥 양념 간장', '매실청', '참기름', '통깨']"
무화과머랭쿠키,아몬드 무화과 머랭 쿠키 - 정말 맛있고 쉽게 만드는 고급 디저트. ,"['흰자', '설탕', '바닐라 익스트렉', '슬라이스 아몬드', '건조 무화과', '호박씨와 해바라기씨']"
시금치베이컨볶음밥,"아기 밥, 시금치베이컨볶음밥 레시피","['공기밥', '베이컨', '양파', '다진마늘', '시금치', '식용유', '통깨']"
초코땅콩쿠키,초코땅콩쿠키 ,"['중력분', '박력분', '계란', '소금', '베이킹소다', '버터', '피넛버터', '황설탕', '바닐라 익스트렉', '코팅초코렛이나 초코펜이나 가나슈', '포크']"
모닝빵달걀샌드위치,모닝빵 달걀 샌드위치,"['모닝빵', '달걀', '오이', '양파', '맛살', '햄(스팸)', '마요네즈', '머스타드소스']"
크림치즈미니롤케이크,크림치즈미니롤케이크,"['계란흰자', '설탕', '계란노른자', '박력분', '옥수수전분', '물', '설탕', '오렌지술', '크림치즈', '설탕', '꿀', '플레인요거트', '생크림', '쿠키팬', '원형 비스퀴']"
파프리카참치마요주먹밥,파프리카 참치마요 주먹밥,"['쌀', '참치', '마요네즈', '파프리카', '김']"
닭마늘볶음밥,"남은 치킨 볶음밥, 남은 치킨으로.. 마늘간장 치킨볶음밥","['치킨', '식용유', '다진마늘', '양파', '굴소스', '간장', '청양고추', '밥', '통깨']"
파인애플대게살볶음밥,대~게 대게대게 대~게~♬ 대게찜 & 대게볶음밥- 딸에게# / 대게찌는법,[]
새우브로콜리계란말이주먹밥,새우브로콜리 계란말이 주먹밥,"['브로콜리', '맛살', '새우', '계란', '밥', '간장']"
배대추생강차,[겨울간식]기침 뚝! 배 대추 생강차 만들기,"['배', '마른대추', '생강', '물']"
키조개해물떡볶이,키조개 해물 떡볶이,"['떡볶이 떡', '납짝어묵', '굵은 파', '양파', '키조개', '새우', '모짜렐라치즈', '파슬리가루', '고추장', '설탕', '물엿', '마늘', '고춧가루', '카레가루', '물']"
노오븐고구마빵,노오븐 고구마빵,"['재료는 고구마', '계란', '우유']"
닭가슴살모닝빵버거,닭가슴살요리 모닝빵햄버거 닭가슴살 모닝빵버거,"['닭가슴살', '돈까스소스', '마요네즈', '양상추', '양파', '피클', '치즈']"
톳멍게비빔밥,톳 멍게 비빔밥,"['밥', '멍게', '톳', '상추', '초고추장']"
시금치베이컨주먹밥,시금치 베이컨주먹밥,"['데친 시금치', '베이컨', '참기름', '검정깨', '소금']"
바나나고구마빵,노오븐! 건강한 빵♥견과바나나고구마빵,"['바나나', '삶은고구마', '달걀', '견과류']"
딸기크림치즈핫케이크,딸기 크림치즈 핫케이크,"['달걀', '핫케이크가루', '우유', '토핑용딸기', '크림치즈', '플레인요거트', '연유', '레몬즙']"
계란식빵핫도그,엄마표 계란식빵핫도그,"['삶은달걀', '식빵', '수제소시지', '오이피클', '양파', '소금', '후추', '야채', '마요네즈', '허니머스타드', '달걀노른자', '마요네즈', '소금', '후추']"
게살야채죽,홈메이드 게살야채죽,"['브로콜리 잘게썬것', '당근(잘게썬것)', '크래미', '불린쌀', '물', '참기름', '들깨가루', '김가루', '소금', '물']"
견과류고구마빵,"구황작물의 왕 고구마로 만든 초간단 ""견과류 고구마빵""","['고구마', '계란', '설탕', '견과류']"
쇠고기야채죽,쇠고기야채죽,"['쇠고기(다짐육)', '불린쌀', '당근', '호박', '버섯', '소금', '간장']"
고추참치김밥,고추 참치 김밥 만들기,"['깻잎', '단무지', '참치', '고추', '밥', '다진마늘', '김밥김', '참기름', '소금', '후추', '마요네즈']"
돌나물비빔밥,수미네반찬 돌나물무침 그리고 새콤달콤 돌나물비빔밥까지,"['돌나물', '양배추', '상추', '오이', '고추장', '고춧가루', '다진마늘', '식초', '매실액', '설탕', '통깨']"
에스프레소초코머핀,에스프레소 초코머핀 ,"['버터', '설탕', '계란', '박력분', '베이킹파우더', '코코아가루', '우유', '인스턴트커피가루']"
단호박옥수수스프,옥수수수프 만드는 법(콘스프 만들기),"['옥수수통조림', '양파', '감자', '우유', '소금', '후추', '식빵', '버터']"
통아몬드쿠키,이번엔통아몬드가?[통아몬드쿠키],"['버터', '소금', '설탕', '계란', '바닐라향', '밀가루박력분', '아몬드분말', '베이킹파우더', '통아몬드']"
닭가슴살샐러드피자,닭가슴살 샐러드 피자,"['참프레 순수 닭가슴살', '어린잎채소', '그릭요거트', '또띠아', '치즈']"
해물영양밥,해물영양밥 만들기,"['불린쌀', '물', '당근', '아스파라거스', '베이컨', '소금', '참기름', '날치알', '오징어', '홍합', '조갯살', '새우', '간장', '청고추', '홍고추', '대파', '깨소금', '참기름']"
매생이소고기떡국,매생이 소고기 떡국,"['매생이', '떡국떡', '소고기 국거리', '무', '대파', '다시마', '마늘', '국간장', '굵은 소금', '액젓']"
스크램블참치비빔밥,참치캔 스크램블 덮밥,"['참치캔', '달걀', '양파 (채 친것)', '통 마늘', '조미김 (자른 것)', '밥', '간장', '매실청', '참기름', '청주', '마요네즈', '소금', '백후추']"
꼬막떡꼬치구이,[식약처] 꼬막떡꼬치구이,"['꼬막', '떡볶이떡', '고추장', '양파', '파', '조청', '현미유', '다진 마늘', '간장', '고춧가루', '참기름', '통깨']"
멸치주먹밥튀김,든든하게 한끼해결 멸치주먹밥 튀김,"['멸치조림', '밥', '계란', '박력분', '빵가루', '튀김기름', '멸치', '케찹', '머스타드소스', '진간장', '청주', '물', '황설탕', '올리고당', '다진마늘', '통깨', '참기름']"
고추장계란김밥,고추장계란김밥 레시피 이색김밥 ,"['김밥김', '밥', '계란', '고추장', '참기름', '통깨', '스팸', '식용유', '맛술']"
누룽지닭죽,(누룽지닭죽) 닭가슴살 통조림으로 만드는 10분 레시피 누룽지 닭죽,"['닭가슴살통조림', '애호박', '당근', '양파', '양송이', '후추', '간장', '참기름']"
햄치즈머핀,햄치즈 머핀 만들기,"['무염', '설탕', '달걀', '박력', '베이킹파우더', '슈가파우더', '아몬드파우더', '우유', '햄(스팸)', '체다치즈', '바질이나 파슬리', '양파', '마요네즈']"
생크림모카롤케이크,생크림 모카 롤케이크,"['박력분', '설탕A', '설탕B', '물엿', 'BP', '달걀', '우유', '인스턴트커피', '식물성오일', '아몬드 슬라이스', '생크림', '설탕', '럼']"
파프리카새우볶음밥,유아식 파프리카새우볶음밥,"['양파', '새우', '파프리카', '밥', '새우젓', '후추']"
오징어부추비빔밥,오징어볶음 해서 오징어 부추비빔밥 만드는 법,"['오징어', '양파', '고추장', '고춧가루', '간장', '맛술', '설탕', '다진 마늘', '대파', '후춧가루', '물', '부추', '참기름', '통깨', '밥']"
모카초코머핀,견과류 가득! 고소하게 씹히는 재미까지 맛있는 모카초코머핀,"['박력분', '무가당 코코아가루', '베이킹파우다', '버터', '황설탕', '계란', '커피엑기스', '다진 견과류(아몬드 땅콩 호두)', '초코칩', '바닐라오일']"
기름떡볶이샐러드,기름떡볶이 샐러드,"['떡볶이떡', '베이비채소', '고추가루', '간장', '매실청', '다진마늘', '참기름']"
인삼약밥,미니 단호박 속 '인삼약밥' ,"['미니 단호박', '불린 찹쌀', '흑설탕', '참기름', '진간장', '계피가루', '꿀', '밤', '잣', '대추']"
명란젓버터삼각김밥,버터 향 가득한 명란젓 버터 삼각김밥,"['밥', '명란젓(밥과 섞는 용)', '피자치즈', '명란젓(안에 넣는 용)', '버터']"
키토다이어트곤약밥,키토 다이어트 곤약밥(저탄고지 식단),"['알알이 곤약', '백미', '물']"
골뱅이부추비빔밥,[10분컷 레시피] 초간단 보양식 <골뱅이 부추비빔밥>,"['통조림골뱅이', '부추', '쪽파', '파기름용 기름', '밥', '진간장', '다시마육수 또는 물', '참기름', '고춧가루', '깨', '고추 또는 꽈리고추', '당근 또는 붉은색 채소', '고추장']"
고추장까르보나라떡볶이,까르보나라떡볶이,"['떡볶이떡', '우유', '생크림', '마늘', '양송이버섯', '베이컨', '브로콜리', '계란노른자', '소금', '후추', '파마산치즈가루', '올리브유']"
딸기잼초코머핀,딸기잼 초코 머핀 만들기 / 딸기잼과 화이트초콜릿으로 쉽게 만들어보아요~^^,"['박력분', '딸기잼', '설탕', '녹인버터', '화이트초콜릿', '우유', '베이킹파우더', '계란']"
시리얼양배추샐러드,시리얼 양배추샐러드 만드는 법,"['양배추채', '시리얼', '마요네즈', '케찹']"
해물된장부추비빔밥,금요일금요일밤에 내친구네 레시피(개그맨 윤성호)-해물된장부추비빔밥 (feat. 냉파로 재료 대체),"['무', '소금', '설탕', '식초', '부추', '양배추', '소금', '설탕', '고춧가루', '참기름', '재래된장과 미소된장', '물', '조갯살', '해삼', '칵테일새우', '관자']"
참치과일샐러드,달콤한 드레싱이 어우러진 참치 과일 샐러드 ,"['사과', '딸기', '오렌지', '키위', '델큐브 참치', '마요네즈', '올리고당', '허니 머스터드 소스']"
어묵땡초김밥,[어묵땡초 김밥만들기] 빠르고 간단하게 만드는 매콤김밥 아삭해서 진짜 맛있어요,"['김밥용김', '현미밥', '어묵', '궁채 장아찌', '깻잎', '마늘', '간장', '대파', '청양고추', '올리고당']"
미니치즈김밥,미니 치즈김밥 맛있게 싸는 법,"['밥', '김밥용김', '김밥용단무지', '김밥용햄', '시금치', '당근', '달걀', '슬라이스치즈', '소금', '식용유', '통깨', '소금', '참기름', '소금', '통깨']"
갈릭버터새우볶음밥,꼬소꼬소한 갈릭버터 새우볶음밥 ,"['버터', '양파', '마늘', '새우', '밥']"
약고추장현미가래떡떡볶이,서진이네 떡볶이 레시피 박서준 가래떡 고추장 떡볶이 양념,"['가래떡', '봉어묵', '파', '체다치즈', '양파', '다시마', '멸치다시 육수팩', '고추장', '요리당', '설탕', '간장']"
롤리팝버터링쿠키,m&m 롤리팝 쿠키 만들기,"['쿠키 생지', '나무스틱', 'm&m 초콜릿', '도트 리본타이', '투명비닐']"
치킨샐러드빵,남은 치킨으로 만드는 치킨샐러드빵,"['치킨', '식용유', '다진마늘', '핫소스', '케첩', '올리고당', '후추', '채썬 양배추', '마요네즈', '씨겨자', '올리고당', '모닝빵']"
오트밀크랜베리쿠키,오트밀 크랜베리 쿠키,"['브라운 자일로스설탕', '자일로스설탕', '밀가루(박력분)', '무염버터', '달걀', '오트밀', '건조크랜베리', '베이킹파우더', '럼', '계피가루']"
강황참치김밥,색감도 맛도 이쁜 강황참치김밥 ,"['쌀', '강황가루', '물', '김밥김', '부추', '김밥햄', '단무지', '계란', '어묵', '맛살', '당근', '참치', '깻잎', '올리브오일', '맛소금', '통깨', '참기름', '마요네즈']"
사라다모닝빵,사라다모닝빵,"['모닝빵', '오이', '당근', '양배추', '소금', '설탕', '식초', '후춧가루', '마요네즈', '케찹']"
단호박샐러드빵,단호박 샐러드 빵과 함께 브런치로~,"['단호박', '플레인요거트', '크랜베리', '슬라이스아몬드', '꿀']"
카레닭가슴살야채볶음밥,한끼식사 다이어트에 좋은 카레 닭가슴살 야채볶음밥 만들기!,"['닭가슴살', '브로콜리(소)', '당근', '양파(중)', '슬라이스치즈', '밥', '카레가루', '소금', '후추약간', '청주', '소금', '후추']"
치킨샐러드유린기,"남은 치킨으로 만드는 중화요리 유린기 레시피 - 술안주, 양상추샐러드, 유린기소스","['남은 치킨', '양상추', '파프리카', '새싹채소', '기름', '진간장', '쯔유', '매실청', '레몬즙', '다진양파', '송송 썬 청양고추', '송송 썬 홍고추']"
치즈떡볶이그라탕,치즈떡볶이그라탕,"['편의점 떡볶이', '포테이토 샐러드', '피자치즈']"
초당옥수수라떼,달콤한 초당 옥수수 라떼 만드는법,"['초당옥수수', '우유', '꿀']"
머쉬마루버섯꼬마김밥, 자꾸 먹고싶은 머쉬마루버섯 꼬마김밥,"['머쉬마루 버섯', '햄', '당근', '단무지', '우엉', '깻잎', '김', '간장', '설탕', '참기름']"
돈가스누드김밥,[참치김밥][누드김밥] 고소한 참치누드김밥....^^ ,[]
새우짜장밥,[새우 짜장밥] no 밀가루 100% 국산쌀 글루텐프리 새우짜장 삼선짜장 중국요리 비건짜장가루,"['비건 짜장가루', '물', '진간장', '굴소스', '현미유', '돼지목살', '대파', '생강술', '작은 새우', '후추', '감자', '당근', '양파', '양배추', '팽이버섯', '계란']"
전자렌지고구마계란빵,전자렌지 3분 계란빵,"['계란 빵 만들', '팬케이크 믹스', '소금', '락앤락통']"
칠리두부강정,"<신혼요리> 칠리두부강정 /맛있는두부요리, 아이들반찬","['두부', '전분가루', '칠리소스', '고추장', '간장', '맛술', '올리고당', '매실액', '식용유', '다진마늘']"
자두인절미빙수,더위야 물러가거라! 자두인절미 빙수!!,"['우유', '연유', '미숫가루', '자두', '복숭아', '풋 사과', '건도포', '아몬드가루', '찹쌀떡']"
가지짜장밥,가지짜장밥 ,"['가지', '양파', '파프리카', '청경채', '돼지고기', '다진마늘', '짜장가루', '물']"
아스파라거스소고기볶음밥,[한그릇] 아스파라거스 소고기볶음밥~*,"['소고기', '아스파라거스', '통마늘', '대파', '버터', '굴소스', '후추', '소금']"
씨앗꿀호떡,호떡만들기 쌀가루 호떡반죽 씨앗꿀호떡 치즈호떡 2가지,"['비정제 사탕수수 설탕', '소금', '쌀가루', '이스트', '물', '시나몬 가루', '검은깨', '호두', '비정제 사탕수수 설탕', '해바라기씨']"
닭가슴살두부유부초밥,닭가슴살 두부 유부초밥 만들기,"['시판 유부초밥 14개', '닭가슴살', '두부', '소금', '후추', '맛술']"
소보로트위스트단팥빵,소보로 트위스트 단팥빵 만들기 ,"['강력분', '박력분', '이스트', '설탕', '소금', '버터', '달걀', '물', '중력분', '옥수수가루', '베이킹파우더', '설탕', '물엿', '버터', '땅콩버터', '노른자', '고운 팥앙금']"
찰옥수수전,찰옥수수전,"['삶은옥수수', '꽈리고추', '계란', '찹쌀가루', '감자전분', '부침가루', '물']"
대추귀리약밥,대추귀리약밥 (무설탕) ..경북 경산특산품 대추,"['대추', '찹쌀', '귀리', '생수', '밀가루', '깐밤', '볶은 해바라기씨', '계피가루', '고운 천일염', '맛간장', '참기름', '대추씨앗달인물']"
훈제오리토마토샐러드,훈제오리 토마토 샐러드,"['토마토', '훈제오리', '양상추', '어린잎', '양파', '검은깨']"
흑임자버터링쿠키,어버이날 선물용 쿠키 ! 흑임자 버터링 쿠키 만들기 :),"['무염버터', '박력분', '슈가파우더', '아몬드가루', '흑임자가루', '계란', '소금']"
요그르트생과일샐러드,오늘은 디져트도 피자로... 과일피자... ,[]
참치김치삼각김밥,참치 주먹밥 만들기 김가루 참치마요주먹밥 ,"['밥', '참치캔 85g', '계란', '김밥용 단무지 2줄', '조미김 5g', '마요네즈', '올리브오일', '소금', '통깨', '케첩']"
팥호박죽,손쉬운 건강식 팥호박죽 만드는법,"['호박', '팥', '소금', '물']"
흑임자연두부샐러드,양파 연두부 흑임자 볶음,"['양배추', '양파', '연두부', '흑임자', '소금', '설탕']"
비트생강차,감기에 좋은 간단한 비트 생강차,"['생강', '비트', '레몬즙', '뜨거운물', '꿀']"
단호박상투과자,단호박 상투과자,"['미숫가루', '마고마카가루', '단호박']"
오이차돌박이샐러드,상큼한 오이 차돌박이 샐러드 ,"['차돌', '오이', '참소스', '레몬즙or식초', '겨자']"
새우파스타샐러드,새우 파스타 샐러드,"['샐러드 야채', '새우', '파스타', '방울토마토', '소금', '후춧가루', '올리브유', '식초', '간장', '쯔유', '올리고당', '매실청', '다진마늘', '참기름', '소금', '후춧가루']"
맛살달걀볶음밥,맛살달걀볶음밥 만들기,"['달걀', '밥', '대파', '맛살', '굴소스', '고추기름', '소금']"
군고구마머핀,전용 군고구마 냄비로 만드는 군고구마,['고구마']
갈치약고추장삼각김밥,[8월의 수산물 해양수산부] 갈치가 비리다는 생각은 놉~! 갈치약고추장삼각김밥 ★,"['순살 갈치', '바질페스토', '올리브오일', '다진 마늘', '조미김', '쌀밥', '참기름', '팽이버섯', '고추장']"
벚꽃아이싱쿠키,[비건 베이킹] 벚꽃 아이싱 쿠키 ,"['포도씨유', '무가당두유', '슈가', '소금', '바닐라', '박력분', '아몬드', '베이킹 파우더', '슈가', '물엿', '물']"
아몬드스노우볼쿠키,[전자레인지 쿠킹] 입안에서 사르르 부서지는 아몬드 스노우볼 쿠키,"['박력분', '무염버터', '구운 아몬드', '설탕', '소금']"
로티니콜드샐러드파스타,로티니 콜드 샐러드 파스타와 깔끔한 드레싱까지 만들기,"['로티니 파스타면', '아보카도', '데친 브로콜리', '오이', '방울토마토', '크랩 맛살', '새송이 버섯', '소금', '후추 \u200b', '마요네즈', '머스터드', '레몬즙', '설탕', '꿀', '들깨가루', '식초', '간장', '올리브유 \u200b']"
꼬마참치주먹밥,꼬마 참치 주먹밥,"['식초', '설탕', '소금', '참치', '마요네즈', '칠리소스', '맛김', '밥', '통깨']"
돼지고기콩나물밥,하나만으로 밥상 완성 돼지고기 콩나물밥 만들기 레시피,"['콩나물', '간돼지고기', '쌀', '간장', '굴소스', '설탕', '간마늘', '참기름', '식용유', '다진 대파', '후추', '생강가루', '간장', '설탕', '물', '고추가루', '깨소금', '참기름', '다진마늘', '다진파', '다진 땡초']"
곰돌이유부초밥,예쁜도시락_곰돌이유부초밥 :),"['유부', '밥', '김', '치즈']"
스팸마파두부덮밥,스팸 두부 덮밥 / 코리안 스타일 고추장 양념 스팸 마파두부 덮밥,"['두부', '스팸', '양파', '양배추', '새송이버섯', '당근', '호박', '대파', '고추장', '고춧가루', '된장', '매실액', '다진 마늘', '굴 소스', '올리고당', '액젓', '맛술', '전분물']"
라면국물떡볶이,라면스프로 국물 떡볶이 만들어 보세요.,"['떡', '양파', '대파', '어묵', '물', '올리고당', '고춧가루', '매운 라면스프']"
달걀새우볶음밥,고슬고슬 달걀새우볶음밥 레시피,"['밥', '대파', '부추', '스팸', '달걀', '알새우', '굴소스', '참기름', '깨']"
풋고추새우칠리붕어빵,(풋고추 레시피) 풋고추 새우 칠리 붕어빵,"['풋고추', '핫케이크가루', '물', '풋고추', '새우', '맛술', '스위트칠리소스']"
소보로초코칩머핀,바나나 소보로 초코칩머핀 ,"['밀가루박력분', '버터', '설탕', '꿀', '달걀', '우유', '베이킹파우더', '바닐라 오일', '초콜릿칩', '바나나', '초코시럽', '밀가루박력분', '버터', '설탕', '물엿', '베이킹파우더']"
닭가슴살식빵피자,닭가슴살 식빵 피자~*,"['식빵', '파프리카', '비엔나소세지', '모짜렐라치즈', '크림치즈', '블랙 후추가루', '닭가슴살']"
매생이조랭이떡국,[식약처] 매생이조랭이떡국,"['조랭이떡', '매생이', '굴', '파', '다진 마늘', '국멸치', '국간장', '소금', '물']"
차돌박이국물떡볶이,"야들야들한 차돌박이 넣고 만든 차돌박이 떡볶이, 차돌박이요리","['소고기차돌박이', '다진마늘', '대파', '양파', '고춧가루', '떡볶이 떡', '고추장', '간장', '매실청', '올리고당', '설탕', '물']"
닭가슴살야채죽,영양만점 닭가슴살 야채죽~*,"['닭가슴살', '당근', '호박', '표고버섯', '미림', '참기름', '소금', '국간장']"
미니밤호박죽,자연에서 온 건강한 맛 미니밤호박죽 ,"['미니밤호박', '찹쌀', '물', '소금']"
계란스팸볶음밥,5분 간단 계란 스팸 볶음밥 ,"['스팸', '계란', '밥', '굴소스']"
크리스피밤식빵,*밤식빵의 정석* 크리스피 밤식빵 만들기!! //*How to make Crispy Chestnut Bread!!,"['강력분', '설탕', '소금', '이스트', '물', '달걀', '버터', '밤 다이스', '무염버터', '달걀', '박력분', '베이킹소다', '베이킹파우더']"
소시지간장떡볶이,소시지 간장떡볶이 - 떡국떡 간장 떡볶이,"['떡국떡', '소시지', '양파', '대파', '간장', '맛술', '다진 마늘', '올리고 당', '참기름', '물', '후춧가루']"
복숭아생크림케이크,복숭아 생크림케이크 만들기,"['원형 2호팬 지름 18cm', '박력분', '달걀', '설탕', '소금', '버터', '바닐라익스트랙', '생크림', '설탕', '복숭아 통조림']"
부추돼지불고기김밥,부추 돼지불고기 김밥,"['돼지고기 (불고기)', '당근', '무절임', '깻잎', '부추', '김', '현미밥', '참기름', '통깨']"
미니소세지빵,미니 소세지빵 만들기,"['강력분', '드라이 이스트', '우유', '버터', '미니소세지', '소세지', '덧바를계란물', '여분의밀가루', '설탕', '소금', '머스타드', '케찹']"
잡채짜장밥,잡채짜장밥,"['햇반', '잡채', '크레미', '짜장', '양파', '파']"
크림치즈식빵고로케,크림치즈 식빵고로케,"['식빵', '계란', '빵가루', '오일', '크림치즈']"
어묵김치볶음밥,어묵 김치 볶음밥,"['밥', '애호박', '파프리카', '양송이 버섯', '어묵(小)', '김치', '다진마늘', '슬라이스 치즈', '참기름', '고추장']"
베이컨대파계란볶음밥,베이컨대파계란 볶음밥,"['베이컨', '계란', '대파', '찬밥', '굴소스', '간장', '참기름']"
달걀꼬마김밥,"꼬마김밥세트로 달걀듬뿍김밥 만들기! "" 달걀꼬마김밥 "" ","['밥', '꼬마김밥세트', '달걀', '소금', '후추', '소금', '참기름', '통깨']"
연근영양밥,연근 영양밥 만들기,"['연근', '쌀', '은행', '참기름', '부추', '고춧가루', '간장', '참기름', '통깨']"
총각김치꼬마김밥,총각김치 꼬마김밥,"['총각김치', '스팸', '김밥용김', '밥', '참기름', '소금', '통깨', '마요네즈']"
더블초코칩쿠키,[서브웨이 스타일] 더블 초코칩 쿠키,"['실온 무염버터', '황설탕', '흰설탕', '실온 계란', '바닐라 익스트랙', '박력분', '코코아 파우더', '블랙 코코아 파우더', '베이킹 소다', '소금', '화이트 초코칩', '다크 초코칩']"
삼색약식,추석명절~세가지맛 삼색 약식,"['불린쌀', '물', '밤', '대추', '잣', '간장', '참기름', '계피', '소금', '흑설탕', '흰설탕', '쌀', '단호박 찐것', '물', '설탕', '소금', '간장', '계피가루', '참기름', '쌀', '물', '녹차가루', '설탕', '간장', '소금', '참기름']"
버섯간장떡볶이,버섯 간장떡볶이,"['물', '떡볶이 떡', '새송이버섯', '당근', '양배추', '파', '양파', '간장', '설탕', '굴소스', '깨소금', '물엿', '후추']"
바지락새싹비빔밥,찹찹찹 바지락 새싹비빔밥,"['바지락살', '새싹', '깻잎', '양상추', '오이', '양파', '공기밥', '고추장', '고춧가루', '유자청', '식초', '참기름', '깨']"
베이컨간장떡볶이,베이컨 간장 떡볶이 만드는 법,"['떡볶이 떡', '베이컨', '식용유', '간장', '굴소스', '설탕', '후추', '올리고당', '물']"
꿀떡강정,만들기 쉬운 달콤한 꿀떡강정,"['가래떡 15cm길이', '아몬드', '식용유', '꿀', '간장', '참깨']"
어묵떡만두국,어묵떡만두국,"['어묵', '만두', '떡', '대파', '치킨스톡']"
스팸간장계란볶음밥,스팸 간장계란볶음밥,"['스팸', '간장', '계란', '참기름', '깨소금', '참치액', '밥']"
만두피인절미구이,만두피 인절미구이,"['인절미', '냉동만두피', '팥앙금', '식용유']"
삼색궁중떡볶이,궁중떡볶이,"['떡볶이떡', '쇠고기(불고기용)', '표고버섯', '파프리카', '당근', '참기름', '깨', '간장', '올리고당', '참기름', '간장', '설탕', '다진마늘', '참기름', '후추']"
계란유부초밥,계란 유부초밥,"['시판 유부초밥', '밥', '달걀', '소금']"
고구마식빵피자,고구마식빵피자 ,"['삶은고구마 큰것', '식빵', '파인애플 통조림 슬라이스', '스위트콘', '크랜베리', '피자치즈', '파슬리가루', '마요네즈', '꿀', '우유', '토마토소스']"
고구마치즈호떡,고구마치즈호떡,"['밤고구마', '건식찹쌀가루', '아가베시럽', '우유', '버터', '모짜렐라치즈']"
또띠아마늘빵,바삭바삭 간단하게 만드는 또띠아 마늘빵,"['또띠아', '마늘', '버터', '설탕']"
곤드레나물비빔밥,별미밥 곤드레나물비빔밥,"['쌀', '건 곤드레', '국간장', '들기름', '달걀']"
새송이버섯떡국,탱글 탱글 새송이 버섯을 듬~뿍 넣어 더 부드럽게! 새송이버섯떡국,"['새송이버섯', '떡국 떡', '물', '연두순', '소금', '달걀']"
말차크림치즈쿠키,은은한 말차향과 부드러운 달콤함! 말차크림치즈쿠키,"['무염버터', '설탕', '황설탕', '달걀', '바닐라익스트랙', '중력분', '베이킹파우더', '말차가루', '옥수수전분', '소금', '화이트 초코칩', '크림치즈']"
사천짜장밥,매콤한 사천짜장밥,"['렌틸콩', '양배추', '당근', '감자큰거', '카레용 돼지고기', '다진마늘', '사천짜장분말 4인용', '매운']"
수삼버섯영양밥,수삼 버섯 영양밥,"['불린쌀', '표고버섯', '양송이버섯', '팽이버섯', '맛타리버섯', '굴소스', '멸치육수']"
햄총각김치볶음밥,백파더 햄총각김치볶음밥,"['총각무', '식초', '캔햄', '식용유', '황설탕', '양조간장', '고춧가루', '물', '밥', '계란']"
단호박에그모닝빵샌드위치,단호박에그 모닝빵 샌드위치,"['단호박 1개(', '200g) 계란', '김밥햄', '양파', '오이', '체다치즈', '마요네즈', '선인장파우더', '맛소금', '모닝빵']"
카레달걀볶음밥,카레달걀볶음밥 (계란볶음밥 / 카레볶음밥),"['찬밥', '달걀', '당근', '파(쪽파)', '부추', '카레가루']"
마늘치킨샐러드,남은 치킨으로 만드는 간단 마늘 치킨 샐러드!,"['남은치킨', '마늘', '양파', '어린잎(넣고싶은채소아무거나)', '간장', '맛술', '올리고당', '사과주스', '후추', '바질 가루', '식초', '참기름', '설탕', '소금']"
한천단호박식혜,한천단호박식혜,"['엿질금', '단호박', '흰밥', '설탕', '우무용 한천', '우무 틀', '우무 채틀']"
차돌박이구이숙주볶음,차돌박이구이 숙주볶음 만들기,"['차돌박이', '숙주', '대파', '마늘', '고추기름 또는 식용류', '굴소스', '진간장', '설탕', '미림', '후추', '땅콩버터', '설탕', '진간장', '물', '레몬즙(2스푼)']"
간장스팸주먹밥,누구나 할수있는 맛좋은 맛! 간장스팸주먹밥,"['밥', '김', '스팸', '간장', '참기름', '깨소금']"
호떡볶이,호떡볶이,"['호떡믹스', '떡볶이 떡', '떡볶이소스', '물', '어묵', '대파', '식용유']"
토마토닭가슴살샐러드,토마토 닭가슴살 샐러드,"['닭가슴살', '양파', '토마토', '치커리 야채종류', '설탕', '소금', '씨겨자', '다진양파', '식초', '레몬즙', '올리브유', '소금', '후추', '맛술']"
스팸유부초밥,스팸유부초밥 만들기:],"['시중에서 판매하는 유부초밥세트', '스팸']"
초코칩생크림케이크,생크림 초코칩머핀 만들기,"['박력분', '생크림', '설탕', '계란', '아몬드가루', '베이킹파우더', '초코칩', '바닐라에센스', '장식용 초코칩']"
바나나계란빵,[식약처] 바나나 속 달걀빵,"['달걀', '바나나', '밀가루', '우유', '베이킹파우더', '버터', '소금', '물']"
블루베리팥빙수,블루베리 팥빙수,"['각얼음', '팥빙수용 팥', '찹쌀떡', '빙수용 젤리', '견과류', '연유', '생블루베리', '미수가루', '우유']"
시금치계란김밥,시금치계란 김밥 만들기,"['밥', '김밥용', '시금치', '계란', '햄', '당근', '부추', '단무지']"
