name,food_name,ingredients
고구마애플에그샌드위치,고구마 애플 에그샌드위치~어린이간식,"['삶은계란', '밤고구마', '사과 어른주먹크기', '샌드위치식빵', '마요네즈', '허니머스타드', '소금']"
소보로사과머핀,바삭&촉촉한 소보로 사과머핀 만들기,"['사과', '설탕', '계피가루', '버터', '설탕', '박력분', '아몬드가루', '버터', '설탕', '계란', '박력분', '아몬드가루', '베이킹파우더', '우유', '바닐라익스트랙']"
버섯고추장수제비,버섯고추장수제비 만드는 법,"['밀가루', '물', '건표고버섯', '새송이버섯', '양파', '대파', '청양고추', '고추장', '고춧가루', '다진마늘', '국간장', '소금']"
베이글마약토스트,엄청 맛있는 초간단 3분 요리 전자렌지로 조리하는 베이글 마약 토스트,"['베이글', '햄', '계란', '마요네즈', '설탕', '슬라이스 치즈', '피자치즈']"
앙버터쿠키,앙버터쿠키 :: 추석명절베이킹,"['쿠키냉동생지', '팥앙금', '무염버터']"
미역바지락오일파스타,#간편가정식 #미역요리 #바지락요리 #미역바지락오일파스타만들기,"['건미역', '생 바지락', '매운건고추', '마늘', '올리브오일', '소금', '바질가루', '후추', '면수', '스파게티면', '소금']"
마늘기름떡볶이,"노릇하니 구워 주세요~ 마늘기름떡볶이, 마늘떡볶이","['떡', '간장', '올리고당', '참기름', '식용유', '다진마늘', '대파']"
훈제연어냉파스타샐러드,훈제연어 냉파스타 샐러드,"['훈제연어', '콘킬리에 파스타', '양파', '어린잎 채소', '방울토마토(말린것)', '홀그레인머스터드', '꿀', '레몬즙', '플레인 요거트', '생크림', '소금', '후춧가루']"
달걀사라다빵,백다방 인기 메뉴! 도톰~한 달걀사라다빵 만들어보기!달걀 사라다빵,"['달걀', '핫도그빵', '마요네즈', '소금', '후추', '머스터드 소스', '물', '소금', '식초']"
시금치치즈스콘,시금치스콘 만들기 홈베이킹 시금치치즈스콘,"['박력분', '버터', '시금치', '베이킹파우더', '소금', '후추', '파마산치즈', '체다치즈', '달걀', '요거트', '씨겨자']"
또띠아계란토스트,또띠아 계란 토스트,"['또띠아', '체다 슬라이스치즈', '달걀', '양파', '대파', '설탕', '소금', '버터']"
양배추김치수제비,[해외자취Cook.feel通]55. 양배추김치수제비 레시피,"['양배추', '밀가루', '물', '소금']"
무청나물밥피자,밥으로 즐기는 피자 무청나물밥피자,"['밥물이다르다 무청나물밥', '청정원 토마토 스파게티소스', '모짜렐라 피자치즈', '슬라이스 체다치즈']"
달래된장수제비,점심메뉴 한그릇요리/달래 된장수제비,"['달래', '당근', '양파', '된장', '국간장', '황설탕', '맛술', '소금', '밀가루', '소금', '식용유', '물', '멸치', '다시마', '파뿌리', '파']"
계란샌드위치닭가슴살브리또,또띠아 대신 계란으로 계란샌드위치 닭가슴살브리또 완성!,"['계란', '맛술', '닭가슴살', '슬라이스치즈', '상추', '깻잎', '양파', '양상추', '스리라차소스', '소금', '후추', '기름']"
아보카도달걀샌드위치,아보카도달걀샌드위치 ,"['크루아상', '삶은 달걀', '아보카도', '딸기잼', '소금', '후춧가루']"
바질페스토새우스파게티,바질 페스토 새우 스파게티 # Basil Pesto shrimp Spaghetti #,"['드라이 바질', '올리브유', '치즈가루', '마늘', '호두', '꽃소금', '푸실리', '스파게티', '새우', '청량고추', '새싹']"
모짜렐라토마토스파게티,0’s 집밥 | 아이 입맛인 당신을 위한 “모짜렐라 토마토 스파게티”,"['소금 작은', '식용유', '스파게티면', '양파', '햄', '올리브오일', '후추 살짝', '시판 토마토 소스', '모짜렐라 치즈']"
크리스피밤식빵,*밤식빵의 정석* 크리스피 밤식빵 만들기!! //*How to make Crispy Chestnut Bread!!,"['강력분', '설탕', '소금', '이스트', '물', '달걀', '버터', '밤 다이스', '무염버터', '달걀', '박력분', '베이킹소다', '베이킹파우더']"
초코칩아몬드쿠키,로투스 초코칩 아몬드 쿠키- 핑거푸드,"['박력분', '버터', '로투스스프레드', '황설탕', '청크 초코칩', '달걀', '베이킹파우더', '아몬드 슬라이스']"
말차쌀카스테라,말차 쌀 카스테라,"['달걀', '설탕', '꿀', '바닐라오일', '말차가루', '박력쌀가루', '우유', '포도씨유', '버터']"
빠네크림봉골레파스타,빠네 크림 봉골레 파스타 만드는 법,"['빠네 빵', '페투치네 면', '우유', '생크림', '감자', '양파', '마시마루 버섯', '마늘', '명란', '바지락', '베이컨', '소금', '후춧가루', '물', '소금']"
초콜릿칩오트밀쿠키,초콜릿칩오트밀쿠키,"['버터', '설탕', '달걀', '중력분', '베이킹소다', '소금', '오트밀', '초콜릿칩']"
버섯들깨칼국수,버섯 들깨 칼국수 만드는 방법 고소함이 일품!,"['느타리버섯', '들기름', '들깨가루', '칼국수면']"
오렌지초코케이크,오렌지 초코 케이크 만들기,"['박력분', '옥수수전분', '달걀 작은거', '베이킹파우더', '오렌지껍질', '다크초코렛', '버터', '설탕', '오렌지오일', '오렌지즙']"
토마토카레떡볶이, 맛에 건강까지 더한 토마토 카레 떡볶이,"['쌀떡볶이 떡', '구운 어묵', '비엔나 소시지', '당근', '양파', '양배추', '방울토마토', '다진마늘', '물', '포도씨유', '분말 카레가루', '고운 고춧가루', '후춧가루']"
해물치즈떡볶이,해물치즈떡볶이,"['떡볶이떡', '양파', '청피망', '당근(작은것)', '오징어다리', '새우', '청양고추', '다진마늘', '피자치즈', '케찹', '고추장', '설탕', '간장', '굴소스', '생강가루']"
오이참치오픈토스트,오이 참치 오픈 토스트 레시피,"['식빵', '오이', '참치 통조림', '요거트', '바질페스토', '소금', '후춧가루']"
차돌박이김치비빔국수,한우 차돌박이 김치비빔국수(한우 차돌박이구이에 싸먹는 새콤달콤 비빔국수),"['소면', '한우 차돌박이', '잘 익은 김치', '깻잎', '허브소금', '고추장', '고춧가루', '설탕', '간장', '참기름', '통깨']"
게살로제파스타,묵진한 로제소스와 게맛살이 들어간 게살로제파스타 ♥,"['페투치니', '게맛살', '양파', '마늘', '양송이버섯', '방울토마토', '토마토소스', '생크림', '소금', '후추']"
곶감호두스콘,곶감 호두 스콘,"['중력분', '통밀가루', '찬버터', '베이킹파우더', '우유', '곶감', '호두', '달걀물 - 달걀노른자', '우유', '설탕', '소금']"
바질냉파스타,직접 키워 만들어 보는 [바질냉파스타],"['푸실리', '메추리알', '스위트콘', '바질', '땅콩', '올리브유', '소금', '후추']"
무화과고르곤졸라피자,제철 무화과 요리 무화과 고르곤졸라 피자 만들기,"['또띠아', '피자치즈', '고르곤졸라', '견과류 다진 것', '무화과', '루꼴라', '블럭치즈 간것 또는 파마산치즈', '그릭요거트', '마요네즈', '양파 다진것', '다진마늘', '소금', '꿀', '꿀']"
매생이잔치국수,[식약처] 매생이잔치국수,"['매생이', '소면', '당근', '표고버섯', '무', '다시마', '대파', '멸치', '돼지고기', '마늘', '달걀', '양파', '간장', '참기름', '소금', '후추']"
시금치감자피자,시금치 감자피자 ,"['감자', '시금치 잎', '양파', '피망', '파', '닭가슴살캔', '모짜렐라 치즈', '소금', '토마토소스', '바질가루']"
수플레치즈케이크,수플레 치즈케이크,"['크림치즈', '플레인 요구르트', '계란 노른자', '설탕', '박력분', '레몬즙', '계란 흰자', '설탕']"
초코브라우니케이크,초코 브라우니 케이크만들기,"['설탕', '밀가루', '코코아분말', '버터', '계란', '베이킹파우더', '초코칩', '꾸밀 초코렛']"
초코버터링쿠키,초코버터링쿠키 ,"['달걀노른자', '박력분', '코코아가루', '우유', '버터', '슈가파우더']"
토마토푸실리냉파스타,"토마토 푸실리 냉파스타 콜드 파스타 만들기 - 브런치 메뉴, 토마토요리","['통밀 푸실리', '토마토', '양파', '참치캔', '대파', '블랙 올리브', '물', '올리브오일', '발사믹 식초', '꿀', '바질', '파마산치즈', '파슬리가루', '소금', '후추']"
아보카도명란파스타,아보카도 명란 파스타 집에서도 이런 맛이??!!,"['스파게티 면', '아보카도', '명란젓', '슬라이스 햄', '양파', '마늘', '페페론치노', '맛술', '올리브유', '버터', '우유', '파마산 치즈가루', '후춧가루', '소금']"
닭고기열무비빔국수,닭고기열무비빔국수,"['매실청', '열무물김치', '고추장', '식초', '연겨자', '참기름', '삶은닭고기', '소면']"
국물치즈떡볶이,국물치즈떡볶이,"['떡국', '양파', '대파', '소시지', '치즈', '고추장', '고춧가루', '설탕', '올리고당', '간장', '다진마늘', '후추약간']"
요거트고구마머핀,장건강에 좋은 '요거트고구마머핀',"['무염버터', '비정제 설탕', '소금', '달걀', '고구마', '박력분', '베이킹파우더', '플레인요거트']"
모카초코칩스콘,모카초코칩스콘 만들기,"['중력분', '설탕', '베이킹파우더', '차가운버터', '계란', '초코칩', '뜨거운물', '커피가루']"
미트볼로제파스타,[HACCP 인증제품활용] 미트볼 로제파스타!!!,"['다진소고기', '마늘', '참기름', '쪽파', '양파', '후춧가루', '진간장', '통깨', '설탕', '맛술']"
시금치오픈토스트,반숙에 시금치까지 아쉬운게 없쟈냐 ★ 시금치오픈토스트,"['통밀 식빵', '시금치', '달걀', '저지방 슬라이스치즈', '올리브유', '후추']"
쉬림프브레드푸딩,근사한 오븐요리 쉬림프브레드푸딩 ,"['새우', '식빵', '양송이버섯', '양파', '피망', '소금', '후추', '피자치즈', '달걀', '우유', '파슬리가루', '파마산치즈가루']"
딸기초코케이크,딸기초코케이크 만들기,"['박력분', '무가당 코코아가루', '계란', '설탕', '물', '카놀라유', '베이킹파우더', '바닐라익스트렉 오일', '생크림', '무가당 코코아가루', '설탕', '딸기', '슈가파우더']"
감자채피자,감자채피자,"['감자', '당근', '양파', '스파게티소스', '햄', '치즈', '옥수수', '감자전분']"
오리비빔칼국수,비빔국수 - 칼비빔국수,"['칼국수면', '달걀', '상추', '신김치', '설탕', '식초', '다진마늘', '고추장', '매실액', '참기름', '통깨']"
된장버섯감자수제비,"쫄깃쫄깃, 된장 버섯 감자수제비 ","['감자', '버섯', '계란', '밀가루', '소금', '대파', '양파', '청량고추', '멸치', '마른 버섯', '마른새우', '마늘', '국간장', '소금', '된장']"
단호박팬케이크,단호박팬케이크,"['단호박', '꿀', '핫케이크믹스', '우유', '계란']"
크랜베리쇼트브레드,마카다미아 크랜베리 쇼트브레드,"['박력분', '버터', '슈거파우더', '마카다미아', '크랜베리']"
표고버섯궁중떡볶이,표고버섯 궁중떡볶이 황금레시피 만드는법,"['떡볶이떡', '간장', '후추', '설탕', '물', '표고버섯', '대추 썬것']"
불고기고구마피자,불고기고구마피자:손쉬운 불고기요리,"['삶은고구마', '꿀', '소금', '플레인요거트', '묵은지', '오일 또는 버터', '모짜렐라치즈', '불고기', '양조간장', '올리고당', '다진마늘', '바질', '후추']"
짜장카레떡볶이,짜장카레 떡볶이,"['어묵', '떡', '소시지', '짜장분말', '카레분말', '물']"
베이글치아바타샌드위치,치아바타샌드위치,"['치아바타', '양파', '상추', '치즈', '베이컨', '굴소스', '아가베시럽', '게간장', '연유버터 스프레드', '크림치즈']"
쉬림프크림치즈또띠아피자,[쉬림프 크림치즈 또띠아 피자] 원하는 재료 듬뿍 올려 맛나게 구워먹는,"['또띠아', '크림치즈', '새우', '양송이 버섯', '마늘', '모짜렐라 치즈', '꿀', '올리고당']"
가나슈버터링쿠키,가나슈 버터링 쿠키,"['박력쌀가루', '아몬드가루', '버터', '슈거파우더', '달걀흰자', '베이킹파우더', '레몬즙', '바닐라오일', '다크초콜릿', '생크림', '물엿', '레몬즙']"
연어미니핫도그,미니 핫도그,"['미니비엔나 햄소시지', '오뎅꼬지', '찹쌀가루', '빵가루', '물', '식용유(카놀라유)', '머스터드소스']"
감자계란피자,감자계란피자(노밀가루),"['감자 주먹 사이즈', '계란', '햄', '피자치즈', '후추', '소금']"
오이지비빔국수,오이지 비빔국수 레시피,"['오이지', '양파', '소면', '간장', '고춧가루', '다진 마늘', '식초', '올리고 당', '설탕', '참기름', '통깨']"
딸기참치샌드위치,딸기참치 샌드위치,"['식빵', '계란', '참치', '딸기', '양상추', '케첩']"
파프리카피자토스트,파프리카 요리 파프리카 피자 만드는 법 NO 밀가루!,"['노란 파프리카', '빨간 파프리카', '감자', '양파', '양송이버섯', '방울토마토', '베이컨', '스위트콘', '토마토소스', '블랙 올리브 슬라이스', '모짜렐라치즈', '식용유', '파슬리가루']"
깻잎간장비빔국수,"여름의 시작을 알리는 면요리, 깻잎 간장 비빔국수","['깻잎', '양파', '마늘', '청양고추', '홍고추', '설탕', '간장', '식초', '물', '소면', '소금', '식초']"
미니참치샌드위치,모닝빵으로 만든 미니참치샌드위치! 만들기!,"['모닝빵', '토마토', '오이', '체다치즈', '샌드위치용 햄', '참치캔', '양파', '마요네즈']"
해산물토마토스파게티,해산물토마토스파게티 :: ★초간단★ 하지만 맛있게 만드는 법!,"['새우', '양송이', '마늘', '양파', '스파게티면', '토마토파스타소스', '버터', '맛소금', '파슬리', '물']"
연유마늘빵,간단한 연유마늘빵,"['식빵', '버터', '연유', '꿀', '마요네즈', '다진 마늘', '소금', '건조 파슬리 가루']"
두부면파스타샐러드,두부면 파스타 샐러드 만드는법 참깨드레싱 두부면 요리,"['양상추', '루꼴라', '파프리카', '양파', '방울토마토', '블랙올리브', '두부면', '간장', '다진마늘', '갈은 깨', '레몬즙', '발사믹식초', '꿀', '후추']"
해물떡볶이그라탕, 해물 떡볶이 그라탕 만들기,"['떡볶이 떡', '생새우', '브로콜리', '양파', '고추장', '고춧가루', '설탕', '매실엑기스', '모짜렐라치즈', '파마산치즈가루', '파슬리', '케찹', '소금']"
베이컨계란토스트,베이컨 계란 토스트,"['쌀식빵', '베이컨', '양파', '파', '파프리카', '새송이버섯', '달걀', '식용유', '마요네즈', '케첩']"
귤식빵피자,겨울 제철 과일 색다르고 특별한 귤 요리 귤 식빵피자 만드는 법,"['식빵', '귤', '토마토소스', '모짜렐라 치즈']"
간장스파게티,간장 스파게티/ 파스타 ,"['스파게티 면', '브로콜리', '미니새송이버섯', '게맛살', '청량고추', '치즈', '방울토마토', '다진마늘', '버터', '간장', '원당', '올리브유', '바질가루', '소금']"
김치미트소스스파게티,김치 미트소스 스파게티,"['스파게티면', '소금', '다진 돼지고기', '김치', '양파', '스파게티소스']"
누텔라바나나토스트,누텔라 바나나 토스트,"['식빵', '바나나', '버터', '누텔라잼']"
레인보우머랭쿠키,쫀쫀한 스위스머랭으로 영롱한 갤럭시 머랭스틱 & 레인보우 머랭쿠키 ,"['달걀흰자', '설탕', '레몬즙', '색소']"
블루베리크림치즈케이크,블루베리 크림치즈 케이크 만들기,"['박력분', '버터', '크림치즈', '설탕', '소금', '베이킹파우더', '우유', '바닐라 엑스트랙', '블루베리', '달걀']"
몬테크리스토베이글샌드위치,몬테크리스토 베이글 샌드위치,"['베이글', '베이컨', '계란', '링곤베리', '슬라이스 화이트 치즈', '슈거파우더', '후추']"
소보로트위스트단팥빵,소보로 트위스트 단팥빵 만들기 ,"['강력분', '박력분', '이스트', '설탕', '소금', '버터', '달걀', '물', '중력분', '옥수수가루', '베이킹파우더', '설탕', '물엿', '버터', '땅콩버터', '노른자', '고운 팥앙금']"
녹차팥롤케이크,녹차 팥 롤케이크 ,"['계란', '설탕', '박력분', '옥수수전분', '녹차가루', '버터', '우유', '팥배기', '팥앙금', '생크림', '팥배기']"
꿀단호박빵,꿀 아몬드 빵 만들기 ,"['물엿 / 올리고당', '설탕', '우유', '아몬드', '꿀', '계란 노른자', '설탕', '우유', '바닐라빈', '버터', '박력분']"
콘치즈식빵컵케이크,콘치즈 식빵컵케이크,"['식빵', '햄', '완두콩', '토마토', '옥수 수', '피자치즈', '마요네즈']"
프렌치에그토스트,계란 프렌치 토스트,"['식빵', '계란', '우유', '설탕']"
까망베르치즈파운드케이크,단호박 카망베르 치즈케이크,[]
새우군만두피자,에어 프라이어에 튀긴 새우 군만두와 새우 만두국,"['만두피', '깐새우', '당면', '송송 썬 대파', '피망 빨간색', '피망 초록색', '떡국떡', '만든 새우만두', '대파', '김가루', '디포리', '다시마', '소금', '액젓', '굴소스', '간마늘', '맛술', '간장', '소금', '후추']"
햄치즈브레드푸딩,브런치로 어때?♥햄치즈브레드푸딩,"['식빵', '슬라이스치즈', '슬라이스햄', '양송이', '시금치', '달걀', '우유', '소금', '후추', '녹인버터']"
초코식빵튀김,초코가나슈를 넣은 초코식빵튀김 ♥,"['식빵', '다크초콜릿', '생크림', '버터', '튀김기름']"
모카초코머핀,견과류 가득! 고소하게 씹히는 재미까지 맛있는 모카초코머핀,"['박력분', '무가당 코코아가루', '베이킹파우다', '버터', '황설탕', '계란', '커피엑기스', '다진 견과류(아몬드 땅콩 호두)', '초코칩', '바닐라오일']"
녹차마들렌,녹차마들렌,"['달걀', '설탕', '박력분', '녹차가루', '베이킹파우더', '버터']"
견과류꿀호떡,간식으로 좋은 견과류 꿀호떡 만들기,"['우리밀 통밀가루', '찹쌀가루', '인스턴트 드라이이스트', '꿀', '소금', '물', '우유', '식용유', '견과류', '아몬드', '피칸', '땅콩', '호박씨)', '꿀', '계피가루', '녹말가루']"
버터밀크콘브레드,버터밀크콘브레드,"['버터', '설탕', '계란', '우유', '식초', '베이킹소다', '옥수수가루', '중력분', '소금']"
블루베리치즈스콘,블루베리치즈스콘,"['강력분', '설탕', '소금', '베이킹파우더', '블루베리', '우유', '치즈']"
푸실리오일파스타,간식으로 좋은 파스타/푸실리 오일파스타,"['푸실리', '새우', '빨강 파프리카', '마늘', '올리브오일', '허브솔트', '소금', '파슬리 가루', '검정깨']"
식빵피자빵,간단하게 만드는 식빵피자빵,"['식빵', '크래미', '양파', '크림치즈', '콘 옥수수', '피자치즈', '마요네즈 크게', '설탕', '마요네즈', '케첩', '연유', '우유']"
빠네로제떡볶이,로제떡볶이를 빠네빵에 퐁당!빠네로제떡볶이,"['빠네빵', '떡국떡 or 떡볶이떡', '물', '양파', '냉동새우', '생크림(과당)', '케찹', '올리브오일', '후추', '소금']"
씨앗치즈호떡,호떡 만들기 씨앗 호떡,"['찹쌀호떡믹스 400g', '해바라기씨', '식용유']"
블루베리오트밀팬케이크,블루베리오트밀팬케이크 노밀가루 노오일 노설탕 건강한 브런치,"['바나나', '계란', '바닐라에센스', '오트밀', '오트밀 가루', '블루베리', '메이플시럽', '플레인요구르트', '과일']"
토마토스파게티라면,밥솥 토마토 스파게티 라면,"['라면사리', '토마토소스', '케찹', '바질가루', '양파', '소세지', '올리브유', '물', '후춧가루']"
꽃게로제파스타,꽃게 로제파스타,"['다진마늘', '꽃게', '우유', '로제파스타소스', '면수']"
바지락봉골레파스타,바지락 봉골레파스타 ,"['바지락', '양파', '마늘', '건고추', '스파게티', '화이트와인', '소금', '후추', '바질가루', '파슬리가루', '올리브오일']"
생크림쌀마들렌,"NO 버터,NO숙성, 생크림 쌀마들렌.","['박력쌀가루', '베파', '설탕', '달걀', '생크림']"
닭고기간장떡볶이,닭고기간장떡볶이,"['떡볶이떡', '올리브유', '닭가슴살', '캔옥수수', '적양파', '대파', '간장', '물', '올리고당', '후춧가루', '참기름', '깨\u200b']"
콘치즈떡볶이,"떡볶이 속에 빠진 콘치즈, 콘치즈떡볶이","['떡볶이떡', '어묵', '대파', '물', '고추장', '고춧가루', '올리고당', '설탕', '간장', '다진마늘', '버터', '스위트콘', '다진양파', '마요네즈', '설탕', '모짜렐라치즈']"
녹차오레오머랭쿠키,"녹차와 오레오의 만남~! 맛이 없을 수 없는 조합 ""녹차 오레오 머랭 쿠키"" 만들기","['계란 흰자', '설탕', '녹차가루', '오레오']"
버섯된장크림파스타,[레시피] 버섯 된장 크림 파스타,"['버터', '베이컨', '각종버섯', '소금', '후추', '물', '치킨스톡', '파스타', '된장', '슬라이스치즈']"
연어푸실리파스타,상큼한 페스토 사워크림 소스를 찍어먹는 연어 푸실리 파스타,"['사워크림', '페스토', '순살 연어 필렛', '방울 토마토', '푸실리 파스타', '버터', '올리브 오일', '파마산 치즈', '바질잎', '잣', '소금', '후추']"
떡국떡기름떡볶이,떡국떡 기름떡볶이:겨울간식으로 좋아요,"['떡국떡', '네모 어묵', '당근', '깻잎', '다진파', '식용유', '참기름', '통깨', '다진마늘', '고춧가루', '고추장', '맛간장', '양파청', '조청', '그라인드 후추']"
닭가슴살두부면샐러드파스타,(다이어트 식단) 저열량 닭가슴살 두부면 샐러드 파스타,"['닭가슴살', '이탈리안 드레싱', '두부면', '양상추', '방울토마토', '브로콜리', '양파', '파프리카', '적채', '양송이버섯', '오이', '비타민 샐러드채소']"
시금치닭칼국수,시금치닭칼국수,"['밀가루', '시금치(포항초2포기정도)', '계란', '양파', '당근', '소금', '참기름', '간장', '고추', '마늘', '참기름', '깨소금', '다래', '식초', '닭가슴살', '다시마', '마늘', '대파']"
핫케익와플,핫케익 와플,"['백설영양균형핫케익믹스', '우유', '생크림', '달걀', '바닐라빈', '버터', '굵은설탕']"
시금치또띠아피자,시금치 또띠아 피자,"['시금치', '양송이버섯', '시판토마토소스', '피자치즈', '또띠아', '파마산가루', '후추', '소금']"
참치토마토스파게티,참치와 토마토 찰떡궁합! 참치 토마토 스파게티,"['올리브오일', '스파게티면', '토마토소스', '마늘', '올리브 절임', '소금', '참치']"
팬케이크핫도그,팬케이크핫도그로 아이들간식 만들기,"['후랑크소시지', '핫케익가루', '달걀', '우유', '식용유', '케첩']"
아몬드크림밤식빵,아몬드크림 밤식빵,"['밀가루강력분', '밀가루중력분', '탈지분유', '인스턴트 이스트', '계란', '소금', '설탕', '물', '버터', '제빵개량제', '밤통조림', '아몬드가루', '슈가파우더', '버터', '계란', '바닐라익스트랙']"
두유초코칩머핀,두유초코칩머핀 ,"['두유', '카놀라유', '레몬즙', '설탕', '소금', '박력분', '코코아가루', '베이킹파우더', '베이킹소다', '전분', '초코칩']"
인절미스노우볼쿠키,고소한 인절미 스노우볼 쿠키,"['박력분', '슈가파우더', '버터', '아몬드가루', '콩가루', '슈가파우더', '콩가루']"
닭가슴살또띠아피자,슬라이스 닭가슴살 또띠아피자~*,"['또띠아', '까망베르치즈', '모짜렐라치즈', '케찹', '슬라이스닭가슴살']"
달걀양배추토스트,달걀양배추 토스트,"['식빵', '달걀', '체더 슬라이스치즈', '양배추', '당근', '양파', '실파', '버터', '케첩', '허니 머스터드', '설탕', '소금', '후추']"
