name,food_name,ingredients
닭가슴살오픈샌드위치,훈제닭가슴살오픈샌드위치,"['훈제닭가슴살', '로메인', '골드키위', '허니머스터드소스', '식용유', '발사믹글레이즈', '빵']"
순두부명란달걀찜,순두부명란달걀찜:전자렌지에 두번만 돌려주세요 (뚝배기계란찜),"['달걀', '순두부', '저염 명란', '새우젓', '다진파', '청양고추', '맛술', '참기름', '통깨', '소금']"
토마토베이컨볶음밥,알록달록 색감이 예쁜 토마토베이컨볶음밥,"['밥', '베이컨', '달걀', '토마토', '양파', '파', '기름', '간장', '후추']"
방울토마토요거트샐러드,방울토마토요거트샐러드 이렇게 드셔보세요~ 항암효과 10배 증가시키는 방법 ‼️,"['방울토마토', '쪽파', '마늘', '그릭요거트', '올리브유', '후추', '식초', '후추', '소금']"
과일생크림케이크,과일 생크림케이크,"['달걀', '설탕', '물엿', '박력분', '버터', '생크림', '설탕', '통조림과일']"
티라미수라떼,주문하신 티라미수라떼 나왔습니다~?,"['생크림', '크림치즈', '인스턴트커피', '코코아파우더', '설탕', '우유', '뜨거운 물']"
마늘호두계란장조림,마늘 호두 계란 장조림,"['찐계란', '간장', '맛술', '설탕', '호두', '마늘']"
보푸라기황태계란탕,보푸라기황태계란탕:황태의 거칠거칠한 식감을 즐기지 않은 분이라면 주목해 주세요,"['달걀', '황태(북어)', '다시마', '양파', '대파', '브로컬리(데친것)', '새우젓', '소금', '국간장']"
목은지참치김밥,참치김밥 만들기 묵은지 참치김밥,"['밥', '묵은지', '양파', '계란', '참치', '소금', '들기름', '깨', '깻잎']"
크래미치즈토스트,에어프라이어로 고소한 크래미 치즈 토스트 만들기,"['식빵', '크래미', '양파', '마요네즈', '머스타드소스', '설탕']"
카레닭가슴살샌드위치,카레닭가슴살샌드위치 만드는법,"['닭가슴살', '양상추', '건포도', '아몬드', '마요네즈', '레몬즙', '꿀', '카레', '소금', '후추']"
블루베리바나나팬케이크,블루베리 바나나 팬케이크,"['바나나', '계란', '우유', '시나몬파우더', '홀그레인팬케이크믹스 또는 팬케이크믹스', '버터', '메이플시럽', '블루베리']"
망고치즈케이크,망고치즈케이크,"['크림치즈', '박력분', '달걀', '설탕', '아가베시럽', '레몬즙', '냉동망고']"
카라멜레어치즈케이크,시원한~ 카라멜 레어치즈케이크,"['디저트컵', '노른자', '설탕', '우유', '바닐라익스트랙', '판젤라틴', '크림치즈', '요거트', '생크림', '카라멜 소스']"
블루베리브레드푸딩,블루베리 브레드 푸딩 만드는법,"['식빵', '블루베리', '식초', '우유', '견과류', '계란', '모차렐라치즈', '소금']"
딸기요거트생크림케이크,딸기 요거트 생크림 케이크,"['달걀', '설탕', '박력분', '버터', '우유', '동물성 우유 생크림', '무가당 요거트', '요거트 파우더', '설탕', '끓는 물', '설탕', '딸기']"
햄참치샌드위치, 햄참치샌드위치,"['식빵', '햄', '양배추', '참치', '오이', '깻잎', '마요네즈', '머스터드소스', '소금', '후춧가루', '케찹']"
베이글에그샌드위치,베이글 에그 샌드위치,"['베이글', '달걀', '다진 양파', '마요네즈', '머스터드소스', '소금', '후추']"
통밀당근케이크,당근이 가득~당근케익,"['당근', '달걀', '흰설탕', '갈색설탕', '식용유', '중력분', '박력분', '베이킹파우더', '소금', '계피가루', '다진호두', '건포도']"
딸기두부크림초코케이크,담백한 딸기 두부크림 초코케이크 (비건),"['설탕', '레몬즙', '소금', '바닐라에센스', '코코넛오일', '물', '식용유', '통밀가루', '아몬드가루', '코코아가루', '베이킹파우더', '베이킹소다', '두부', '코코아가루', '두유', '비건다크초콜릿(약콩초콜릿)', '설탕', '소금', '딸기']"
식빵컵계란빵,식빵컵계란빵:베이컨에 달걀이 쏙~,"['식빵', '베이컨', '달걀', '소금', '후추']"
훈제오리베이글샌드위치,베이글 훈제연어 샌드위치 연어베이글샌드위치,"['훈제연어', '로메인', '치커리', '양파', '블랙올리브', '케이퍼', '베이글', '크림치즈']"
돼지고기마늘볶음밥,돼지고기 마늘볶음밥,"['돼지고기안심', '찬밥', '통마늘', '브로컬리', '올리브유', '카레가루', '꽃소금']"
맛살치즈계란말이,"계란말이 세가지 (야채맛살,김,치즈)","['계란', '맛살', '당근', '김', '치즈', '소금', '식용유']"
에그치즈토스트,에그치즈토스트,"['식빵', '달걀', '치즈', '소금', '설탕']"
참치카레볶음밥,참치카레볶음밥 만들기,"['양파', '통조림 참치(큰것)', '밥', '진간장', '카레가루', '식용유']"
파소스달걀볶음밥,그냥 먹어도 맛있는 달걀볶음밥! 파와 달걀로 만든 파달걀볶음밥!,"['달걀', '파', '양파', '간장', '후추', '소금', '밥']"
참치계란말이김밥,참치계란말이 김밥 도시락,"['참치', '양파', '당근 2cm 길이로 사선으로', '계란', '깻잎', '우유', '고추장', '고춧가루', '간장', '후추', '청주', '소금']"
민트초코케이크,민트초코X3 트리플 민트초코케이크 ♥,"['달걀', '설탕', '박력분', '코코아파우더', '녹인 버터', '식용민트 오일', '다크초콜릿 커버춰', '생크림', '식용민트 오일', '생크림', '설탕', '다진민트 초콜릿', '오레오 부순 것', '생크림', '설탕', '식용민트 오일', '식용색소', '민트 시럽', '오레오', '민트 초콜릿']"
캬라멜우유푸딩,초간단 디저트요리! 캬라멜 우유푸딩만들기!! ,"['우유', '설탕', '달걀', '설탕', '물']"
양송이버섯오믈렛,양송이버섯오믈렛 ,"['양송이버섯', '양파', '베이컨', '계란', '허브솔트', '후추', '소금', '우유', '파마산치즈가루', '파슬리가루', '올리브유']"
급식달걀찜,차가워도 맛있는 추억의 급식달걀찜,"['달걀', '당근', '양파', '쪽파', '참치액', '맛술', '소금', '통깨', '물']"
충무김밥오징어무침,충무김밥오징어 무침 만들기,"['밥', '소금', '참기름', '통깨', '오징어', '김밥김', '고추장', '생강청', '올리고당', '매실청', '간장', '다진대파', '청양고춧가루']"
두부크림치즈티라미수,[EP 74. 티라미수] 딸기 티라미수 만들기/ 딸기크림 / 루니제과/ Strawberry Tiramisu Reci,"['딸기', '생크림', '마스카포네', '계란', '설탕']"
스크램블에그오픈토스트,갈릭 스크램블에그 오픈 토스트,"['마늘', '달걀', '토스트', '버터', '쪽파 썬 것 한', '소금(허브솔트)', '후추', '파마산치즈']"
마늘새우볶음밥,마늘 새우 볶음밥,"['밥', '달걀', '칵테일새우', '마늘', '굴소스', '기름', '통깨', '맛술', '들기름', '토마토케첩']"
크래미부추계란말이,크래미 부추 계란 말이,"['계란', '크래미', '다진부추', '홍고추', '식용유', '참치액']"
두부부추계란탕,들깨를 넣어 더 구수한 두부 부추 계란탕,"['물', '새우가루', '멸치가루', '계란', '두부', '부추(잘게다진것)', '들깨가루', '소금', '멸치액젓', '국간장']"
다이제초코케이크,다이제 초코 케이크~,"['먹다 남은 다이제(새 다이제 ok) 초콜릿', '우유']"
게살계란국,3단계로 만드는 초간단 게살계란국,"['게살', '계란', '새우젓', 'MSG']"
햄버거스테이크닭가슴살볶음밥,햄버거스테이크 닭가슴살 볶음밥 만들기,"['닭가슴살 캔', '양파', '피망', '수제 햄버거스테이크 패티', '파인애플 밥', '카놀라유', '소금', '후추', '참기름']"
매운계란장조림,매운계란장조림<계란맵조림>꽈리고추넣어 더욱 맛있게~! 고추장계란장조림,"['계란', '꽈리고추', '멸치육수', '고추장', '간장', '꿀', '맛술', '참기름', '통깨', '후추']"
땅콩버터바나나토스트,땅콩버터 바나나 토스트 ,"['식빵', '바나나', '땅콩버터', '시나몬 가루', '버터']"
블루베리팬케이크,블루베리 팬케이크 만들기,"['핫케이크가루', '우유', '블루베리', '계란']"
뚝배기치즈계란찜,뚝배기 치즈 계란찜,"['달걀', '슬라이스치즈', '물', '다진대파', '소금', '새우젓', '맛술']"
두릅장아찌불고기김밥,두릅장아찌불고기김밥:양파당으로 양념한 불고기로 만들었어요,"['쌀', '다시마 손바닥크기', '소금', '매실청', '김밥김', '불고기', '두릅 장아찌', '참기름', '깻앞', '상추', '소불고기감', '양조간장', '설탕', '다진마늘', '생강가루', '배즙', '청주', '맛술']"
게맛살순두부계란국,"게맛살순두부계란국~유아,어린이용!","['순두부', '계란', '게맛살', '대파', '무', '다시육수', '참치액', '후추가루']"
고구마모닝빵샌드위치,고구마모닝빵샌드위치,"['찐고구마', '모닝빵', '양상추', '적채', '양파', '오이피클', '게살', '우유', '마요네즈', '허니머스타드']"
마카로니감자샌드위치,마카로니 감자 샌드위치,"['감자', '오이', '양파', '홍고추', '스팸', '마카로니', '마요네즈', '머스터드', '꿀', '소금(야채절임)', '후춧가루']"
복숭아요거트샐러드,가볍게 샐러드 한 접시 /복숭아 요거트 샐러드,"['천도복숭아', '요거트', '견과류']"
구운가지조림메추리알장조림,구운 가지조림 메추리알장조림 만들기 도시락반찬,"['깐 메추리알', '가지', '통마늘', '대파', '들기름', '진간장', '참치액', '올리고당', '참깨', '참기름', '맛술', '물']"
고구마아이스크림,고구마 아이스크림,"['고구마', '우유', '달걀', '설탕', '생크림', '고구마(토핑용)']"
새우파인애플볶음밥,풍미가 좋은 새우 파인애플 볶음밥 만들기,"['파인애플', '양파', '계란', '흰다리새우', '식용유', '다진마늘', '참치액', '굴소스', '밥', '후추가루']"
솜사탕아이스크림라떼,솜사탕 아이스크림 라떼 만들기,"['아이스크림', '솜사탕', '우유', '얼음', '시럽', '에스프레소']"
오븐달걀찜,부드러운 오븐계란찜,"['유정란', '다시마물', '실파', '홍고추', '햄', '맛살', '청주', '소금']"
참치마요계란말이주먹밥,참치마요 계란말이 주먹밥 예쁜 도시락 메뉴,"['마른김', '계란', '밥', '참기름', '참치통조림', '마요네즈', '소금', '후추']"
키위생크림롤케이크,"(Home made)
복숭아&키위 아이스 생크림케잌","['복숭아', '골드키위', '핫케잌 가루 국자(대)로', '식물성휘핑크림', '달걀', '바닐라시럽', '갈색설탕 (자일로스)', '흰우유', '드라이 효모', '핸드믹스휘핑기']"
훈제오리깍두기볶음밥,훈제오리깍두기볶음밥 (남은 재료와 신김치응용),"['깍두기', '훈제오리고기', '대파', '밥', '다진 마늘', '진간장', '설탕', '식용유', '참기름', '통깨']"
깻잎참치김치볶음밥,간단하게 만드는 깻잎 참치 김치 볶음밥,"['찬밥', '배추김치', '통조림 참치', '양파', '설탕', '간장', '고춧가루', '소금']"
계란참치볶음밥,계란참치볶음밥 든든한 한그릇요리!,"['참치', '대파', '칵테일새우', '다진마늘', '버터', '소금', '후추', '굴소스', '달걀', '양파', '밥']"
아보카도에그토스트,아보카도&에그 토스트 만들기#아메리칸 스타일 아보카도 에그 토스트^^,"['부드러운 바게뜨빵', '아보카도', '달걀', '올리브유', '허브솔트']"
크래미계란토스트,초간단 크래미 계란 토스트~*,"['토스트식빵', '계란', '크래미(맛살)', '케챱', '코울슬로소스', '갈색설탕', '카놀라유']"
소고기땡초김밥,김밥의 업그레이드 소고기 땡초김밥,"['밥', '소고기', '단무지', '계란지단', '맛살', '우엉', '깻잎']"
떠먹는피자계란빵,[얌무 레시피]NO오븐! 계란이 통째로 쏙! 떠먹는 피자계란빵 만들기,"['핫케이크가루', '우유', '계란', '모짜렐라치즈', '케첩']"
호두치즈핫케이크,호두 치즈핫케이크,"['핫케이크가루', '달걀', '우유', '체다치즈', '버터']"
양배추참치김밥,양배추 참치김밥 도시락 ,"['양배추잎', '깻잎', '참치캔', '다진양파', '다진파', '고추장', '고춧가루', '간장', '매실액']"
황금계란볶음밥,"초간단 찬밥요리, 고슬고슬 황금계란볶음밥 만들기","['밥', '계란', '맛소금', '굴소스', '참기름', '대파', '식용유', '버터', '후추가루', '통깨']"
양배추계란샌드위치,"양배추계란샌드위치, 투머치에그샌드위치 만들기","['식빵', '계란', '양배추', '마요네즈', '허니머스터드', '맛소금', '설탕', '후춧가루', '꽃소금', '식초']"
바닐라마카롱,바닐라빈 콕콕! 바닐라마카롱만들기/바닐라마카롱만드는방법/바닐라마카롱/바닐라/마카롱/바닐라빈,"['아몬드가루', '슈가파우더', '흰자', '바닐라빈', '흰자', '설탕', '물', '설탕', '버터', '슈가파우더', '바닐라빈']"
밥솥구운계란,전기밥솥 구운계란 만드는법!!,"['계란', '식초', '소금', '물']"
오트밀요거트,다이어트 추천 음식 오트밀 요거트 오버나이트 오트밀,"['오트밀', '우유', '요거트', '과일 또는 견과류']"
모카크림치즈컵케이크,모카 크림치즈 컵케이크,"['크림치즈', '계란', '레몬즙', '박력분', '베이킹 파우더', '설탕', '소금', '꿀', '커피 엑기스(인스턴트 커피)', '물']"
토마토달걀오픈토스트,단순하지만 풍성한 <토마토 달걀 오픈토스트>,"['식빵', '달걀', '오이', '방울토마토', '크림치즈', '소금', '레몬즙', '올리브유', '후추']"
레드벨벳마카롱, 눈꽃 레드벨벳 마카롱,"['흰자', '아몬드가루', '분당', '설탕', '식용색소빨강', '크림치즈', '실온버터', '슈가파우더', '바닐라익스트랙', '슈가파우더', '레몬즙']"
삶은달걀샌드위치,삶은달걀샌드위치:아침식사로 좋은 부드러운 한끼,"['핫도그 번', '버터', '사과잼', '달걀', '사과', '견과류', '마요네즈', '머스타드', '그라인드후추', '소금']"
마늘쫑계란볶음밥,닭다리살구이와 마늘쫑 계란볶음밥,"['닭다리살', '마늘쫑', '양파', '계란', '밥', '굴소스', '두반장', '고추장', '마늘', '생강즙', '후추', '청주', '물엿', '참기름', '버터', '포도씨유', '소금']"
딸기우유푸딩,딸기우유푸딩♥,"['젤라틴', '제티(딸기맛)', '우유']"
굴소스새우볶음밥,굴소스 새우볶음밥 ,"['새우', '밥', '계란', '당근', '양파', '버섯등 자투리야채', '버터', '굴소스', '소금', '후추']"
단호박치즈케이크,단호박치즈케이크 만들기,"['통밀쿠키', '버터', '삶은 단호박', '크림치즈', '플레인 요구르트', '황설탕', '생크림', '우유', '바닐라빈', '달걀노른자', '달걀', '옥수수전분']"
시금치달걀찜,시금치 달걀찜,"['달걀', '우유', '양배추', '양파', '시금치', '소금', '후추']"
달걀말이초밥,달걀말이 초밥 만들기~,"['달걀', '다시마', '가쓰오부시', '쌀', '김밥김', '우유', '와사비', '식초', '설탕', '소금']"
딸기오레오크림치즈케이크,[노오븐 디저트] 딸기오레오크림치즈케이크,"['딸기', '오레오쿠키', '크림치즈', '버터', '수건']"
해물카레볶음밥,"간단한 한그릇요리, 해물카레볶음밥","['대파', '작은양파', '냉동해물믹스', '밥', '달걀', '카레', '고운소금', '파슬리가루']"
라즈베리아이스크림,라즈베리 아이스크림 만들기,"['라즈베리 퓨레', '우유', '생크림', '레몬즙 1Ts +', '설탕']"
만두계란말이밥,소풍 도시락 으로 굿! 만두 계란말이밥 ♡♡,"['계란', '만두', '굴소스', '밥']"
핫케이크믹스스콘,핫케이크믹스 스콘만들기 (에어프라이어),"['핫케이크믹스', '무염버터', '크림치즈', '계란', '우유']"
시금치부추계란말이,(간단아이반찬) 시금치부추계란말이,"['계란', '시금치 데친 것', '부추', '새우젓', '다진마늘', '참기름', '소금']"
소불고기샌드위치,브런치 메뉴 아이들간식 양파 듬뿍 소불고기 샌드위치 만드는법,"['소불고기', '통밀식빵', '로메인상추', '양파', '토마토', '치즈', '진간장', '설탕', '참기름', '다진마늘', '후추', '맛술', '깨소금', '그릭요거트', '홀그레인', '꿀']"
두유그릭요거트,고소하고 담백한 [두유 그릭요거트] 만들기 오쿠 레시피,"['무가당 두유', '유산균 발효유']"
시금치계란김밥,시금치계란 김밥 만들기,"['밥', '김밥용', '시금치', '계란', '햄', '당근', '부추', '단무지']"
소시지롤프렌치토스트,소시지롤 프렌치토스트 꼬치만들기,"['식빵', '슬라이스치즈', '소시지', '잼', '계란']"
봄동참치샌드위치,봄동참치샌드위치,"['마요네즈', '허니머스타드', '소금', '후추', '식빵', '마요네즈', '베이비채소', '숙성치즈']"
감자프렌치토스트,든든한 감자 프렌치 토스트,"['감자(150g)', '식빵', '적양파', '빨간 파프리카', '노란 파프리카', '오이피클', '기름', '마요네즈', '허니머스타드', '우유', '달걀', '설탕', '소금', '후추']"
마늘종메추리알장조림,(제철 음식) 마늘종 메추리알 장조림 만드는 법,"['마늘쫑', '깐 메추리알', '조림간장', '물', '요리당', '파프리카', '참기름', '볶음깨']"
시금치햄치즈샌드위치,♥[신혼밥상] 시금치 햄치즈샌드위치,"['식빵', '시금치', '양파', '슬라이스 체다치즈', '슬라이스 햄', '견과류', '마요네즈', '홀그레인 머스터드', '식초', '꿀 또는 올리고당']"
과일요거트볼,위트빅스 이용해서 생과일 요거트볼 만들기,"['플레인요거트', '아몬드밀크', '위트빅스', '햄프씨드', '단백질파우더', '포도', '방울토마토', '바나나', '냉동블루베리', '청포도']"
콩나물키토김밥,다이어트 김밥 콩나물키토김밥 만드는법 다이어트 음식 콩나물 김밥 키토김밥 ,"['콩나물', '계란', '당근', '적양배추', '오이', '단무지', '참기름', '소금']"
새우젓달걀볶음밥,백종원 새우젓 달걀볶음밥,"['밥', '달걀', '자투리채소', '다진마늘', '식용유', '후춧', '소금', '새우젓']"
연어파인애플볶음밥,연어파인애플볶음밥 만드는 법,"['밥', '파인애플', '연어', '마늘', '브로콜리', '기름', '통깨', '검정깨', '김치볶음', '굴소스']"
참치햄치즈샌드위치,참치햄치즈 샌드위치,"['참치', '햄', '식빵', '머스타드', '3층치즈']"
구운계란빵,오븐에 구운 계란빵으로 간식을 만들어봐요.,"['모닝빵', '치즈', '계란', '마요네즈', '소금', '파슬리가루']"
치킨베이글샌드위치,맛있는 케이준치킨 샌드위치 만들기 베이글 샌드위치 레시피,"['베이글', '케이준 치킨', '양상추', '청상추', '양파', '토마토', '체다치즈', '허니머스타드', '딸기잼']"
바닐라우유푸딩,탱글!말랑!달콤! 바닐라 우유 푸딩,"['마리브리자드 바닐라시럽', '불린 젤라틴', '우유']"
닭가슴살프리타타,닭가슴살 프리타타~고소하고 쫄깃한 닭가슴살 프리타타,"['닭가슴살', '시금치', '계란', '방울토마토', '양파', '통마늘', '표고버섯', '소금', '후추', '올리브유', '파마산치즈']"
고구마크림치즈케이크,[초간단 노오븐 베이킹] 고구마크림치즈 케이크만들기♡,"['삶은 고구마', '크림치즈', '꿀 큰', '카카오가루']"
치즈참치볶음밥,콘참치 치즈밥,"['햇반', '옥수수 통조림', '참치캔', '양파', '케첩', '고추장', '모짜렐라 치즈']"
깍두기베이컨볶음밥,깍두기베이컨볶음밥,"['마가린', '식용유', '대파', '다진 깍두기', '베이컨', '햇반', '고추가루', '다진마늘', '고추장', '후추', '깨', '계란', '김']"
현미참치김밥,현미참치김밥 ,"['즉석현미밥', '김밥김', '오이', '당근', '단무지', '참치통조림캔', '깻잎', '설탕', '맛소금', '참기름', '마요네즈', '참기름']"
참치키토김밥,참치 주먹밥 만들기 김가루 참치마요주먹밥 ,"['밥', '참치캔 85g', '계란', '김밥용 단무지 2줄', '조미김 5g', '마요네즈', '올리브오일', '소금', '통깨', '케첩']"
라즈베리요거트스무디,라즈베리 요거트 스무디,"['라즈베리', '요거트', '우유', '냉동라즈베리', '꿀']"
그린티라떼,그린티 라떼 만들기,"['카일스 그린티 파우더', '스팀우유', '카일스 그린티 파우더', '우유', '얼음']"
팽이버섯계란국,팽이버섯계란국:중국집 게살스프랑 비스무리,"['멸치다시마물', '계란', '팽이버섯', '다진마늘', '파', '녹말물']"
브로컬리치즈오믈렛,계란말이보다 쉬운 브로컬리 치즈 오믈렛 만들기 :),"['계란', '우유', '슬라이스 치즈', '브로컬리', '소금', '버터', '모짜렐라치즈']"
티라미수타르트,티라미수 타르트,"['박력분', '아몬드가루', '슈가파우더', '소금', '찬버터', '달걀', '달걀', '버터', '박력분', '코코아가루', '설탕', '생크림', '다크초코릿', '크림치즈', '살팅', '레몬즙', '우유', '판젤라틴', '생크림', '물', '설탕', '인스턴트가루', '뜨거운 물', '설탕', '물', '코코아파우더']"
계란양배추샌드위치,계란양배추 샌드위치,"['식빵', '계란', '양배추', '피클', '마요네즈', '머스터드', '설탕']"
밥통초코케이크,[노오븐]어린이날을 축하해요♥밥통초코케이크,"['초코 핫케이크가루', '달걀', '우유', '포도씨유', '초코칩']"
고추참치꼬마김밥,간식)고추참치주먹밥,"['밥', '고추참치', '도시락김', '마요네즈', '소금']"
샐러드불고기김밥,샐러드 불고기김밥 만들기,"['밥', '새싹채소', '계란', '당근', '볶은불고기', '김밥용김', '고추장', '레몬즙', '식초', '설탕', '마요네즈']"
바나나요거트볼,다이어트 한끼로 캐꿀 ★ 바나나요거트볼,"['바나나', '견과류', '저지방 요거트', '카카오닙스']"
크래미계란볶음밥,크래미계란볶음밥 레시피,"['밥', '크래미', '청피망', '파프리카', '대파', '달걀', '검은깨', '양조간장', '참치액', '올리고당', '식용유', '소금', '설탕']"
바게트참치샌드위치,바게트 참치 샌드위치,"['바게트', '참치캔', '양파', '스팸 작은것', '슬라이스치즈', '양상추', '치커리', '마요네즈', '소금', '후추']"
딸기핫케이크,핫케이크 믹스로 딸기 핫케이크 만들기,"['핫케이크가루', '우유', '계란', '식용유', '딸기', '슈가파우더']"
오이크림치즈토스트,오이크림치즈토스트 다이어트 샌드위치 만들기 오이절임 토스트,"['식빵', '오이', '사과', '소금', '후추', '올리브오일', '갈릭 마요네즈', '크림치즈']"
게맛살게살볶음밥,게맛살 게살 볶음밥 ,"['밥', '당근', '양파', '만가닥버섯', '쪽파', '게맛살', '달걀', '깻잎', '천일염', '굴소스', '진간장', '통깨', '다진마늘']"
깍두기스팸볶음밥,깍두기 스팸 볶음밥,"['익은 깍두기', '깍두기 국물', '스팸', '모짜렐라치즈', '굴소스', '카놀라유']"
인절미크림라떼,"인절미크림라떼, 할매입맛 여기 모여!","['우유', '연유', '생크림', '얼음', '인절미과자', '콩가루', '물', '설탕']"
버섯치즈베이글샌드위치,버섯치즈 베이글샌드위치,"['팽이버섯', '새송이버섯', '느타리버섯', '올리브유', '모짜렐라치즈', '크림치즈', '피클', '상추', '양파베이글', '건파슬리가루', '소금', '후추']"
베이컨달걀샌드위치,베이컨달걀샌드위치,"['식빵', '베이컨', '계란', '치즈', '양파', '양상추', '슬라이스치즈', '사우전아일랜드', '마요네즈', '머스터드']"
아보카도크림치즈토스트,아보카도크림치즈토스트로 건강한 브런치를,"['식빵', '아보카도', '크림치즈', '달걀']"
크래미마요네즈피자토스트,크래미 마요네즈 피자토스트 만들기,"['식빵', '게맛살', '피자용치즈', '토마토케첩', '마요네즈', '파슬리가루']"
연어치아바타샌드위치,연어치아바타샌드위치,"['연어', '치아바타', '적상추', '양파', '토마토', '케일', '다진양파', '다진피클', '허니머스타드', '마요네즈', '허브솔트']"
연두부계란찜,연두부계란찜(연두부와 두부가 만났는데...),"['계란', '연두부', '소금', '참치액', '소금']"
고구마프리타타,고구마 프리타타,"['계란', '양파', '홍피망', '게맛살', '고구마(중)', '모짜렐라치즈', '소금']"
베이컨치즈치아바타샌드위치,맛있는 샌드위치 [베이컨치즈 치아바타 샌드위치],"['치아바타', '베이컨', '슬라이스치즈', '양상추', '마요네즈', '허니머스터드', '케첩']"
밤팥아이스크림,달달하고 부드러운 밤팥 아이스크림,"['밤', '물', '통팥조림', '바닐라 아이스크림', '밤 팥 앙금 소스']"
키위그래놀라요거트볼,키위 그래놀라 요거트 볼 ,"['키위 콩포트', '견과류', '키위', '코코넛가루', '그래놀라 시리얼', '플레인 요거트']"
돈가스누드김밥,[참치김밥][누드김밥] 고소한 참치누드김밥....^^ ,[]
녹차티라미수,녹차 티라미수 만들기ㅣ노오븐 레시피,"['마스카포네 치즈', '생크림', '설탕', '녹차가루', '레이디핑거', '물', '인스턴트커피']"
스팸베이컨볶음밥,스팸베이컨볶음밥 한끼 식사로 최고!,"['밥', '스팸', '베이컨', '대파', '갈릭 허브솔트', '달걀']"
건새우죽순달걀볶음밥,건새우 죽순 달걀 볶음밥 만드는법,"['밥', '계란', '마른 새우', '당근', '마늘쫑 또는 쪽파', '오일', '액젓', '굴소스', '참기름', '참깨']"
크래미치즈오믈렛,크래미 오믈렛 # 크래미 치즈오믈렛,"['달걀', '피망', '랍스터살 또는 크래미', '우유', '슬라이스 치즈']"
브로콜리참치샌드위치,브로콜리참치샌드위치 ,"['참치', '식빵', '토마토', '브로콜리', '숙성치즈', '마요네즈', '허니머스타드', '발사믹소스', '플레인요거트']"
참치계란말이밥,참치계란말이밥 ,"['새싹잎', '양파(소)', '당근', '실파', '참치', '계란', '케이퍼', '케찹', '소금', '머스타드', '마요네즈']"
해물달걀찜,◈ 해물달걀찜 황금레시피,"['달걀', '작은 양파', '파뿌리', '무', '참기름', '소금', '설탕', '대파', '날치알', '오징어', '새우']"
크로아상오믈렛샌드위치,크로아상 오믈렛 샌드위치,"['크로아상', '계란', '양파', '파프리카 혹은 토마토', '당근', '호박', '브로콜리 등 집에 있는 야채', '체다치즈', '모짜렐라 치즈', '소금', '후추']"
리얼딸기라떼,홈메이드 딸기음료 [리얼딸기라떼],"['냉동딸기', '우유', '플레인요거트', '아가베시럽']"
캐러멜바나나컵케이크,캐러멜 바나나 컵케이크,"['바나나', '유기농박력분', '쿠킹 오일', '버터', '유기농황설탕', '계란', '베이킹파우더', '캐러멜시럽', '생크림', '크림치즈', '레몬엑기스', '설탕']"
딸기초코케이크,딸기초코케이크 만들기,"['박력분', '무가당 코코아가루', '계란', '설탕', '물', '카놀라유', '베이킹파우더', '바닐라익스트렉 오일', '생크림', '무가당 코코아가루', '설탕', '딸기', '슈가파우더']"
베이컨마늘볶음밥,베이컨마늘볶음밥 만드는 법,"['밥', '베이컨', '통마늘', '달걀', '양파', '간장', '쪽파', '통깨', '식용유']"
게살볶음밥컵밥,게살볶음밥 컵밥 만들기,"['게살볶음밥', '달걀', '베이비채소', '파프리카', '토마토']"
달걀토스트식빵피자,달걀토스트 식빵피자,"['식빵', '달걀', '슬라이스치즈', '양파', '청피망', '후춧가루', '카놀라유', '파슬리가루', '토마토소스']"
계란키토김밥,키토김밥 만들기 저탄고지 키토식 계란김밥 김밥맛있게싸는법,"['김', '왕 계란', '단무지', '우엉', '당근', '시금치', '맛살', '햄']"
쿠키컵케이크,포츈쿠키 컵케이크 ,"['박력분', '슈가파우더', '달걀흰자', '식물성오일', '녹인버터', '소금', '행운의문구적은종이', '달걀', '설탕', '박력분', '무가당 코코아파우더', '베이킹파우더', '버터', '생크림']"
메이플고구마파운드케이크,겨울간식 고구마로 만드는 메이플고구마파운드케이크레시피,"['박력분', '베이킹소다', '고구마', '설탕', '버터', '달걀', '메이플시럽']"
레몬치즈케이크,레몬치즈케이크,"['크림치즈', '생크림', '플레인요구르트', '계란', '레몬', '레몬즙', '박력분', '설탕']"
생크림초콜릿케이크,부드러운 생크림 초콜릿 케이크,"['박력분', '버터', '설탕', '달걀', '생크림', '베이킹파우더', '베이킹소다', '소금', '코팅용버터']"
김치닭고기스페니쉬오믈렛,밥솥 김치 닭고기 스페니쉬오믈렛,"['감자', '양파', '식용유', '달걀', '소금', '후춧가루', '바질가루', '김치', '닭허벅지살']"
닭고기메추리알장조림,닭고기메추리알장조림 ,"['메추리알', '닭가슴살', '양파', '간장', '아가베시럽']"
통달걀샌드위치,통달걀 샌드위치 ~미니 샌드위치 만드는법,"['계란', '오이', '빨강 파프리카', '적양파', '치즈', '허니 머스타드 소스']"
감자에그샌드위치,모닝빵으로 감자에그샌드위치,"['모닝빵', '감자', '달걀', '오이', '마요네즈', '소금', '후추가루']"
커피브레드푸딩,커피 브레드 푸딩,"['식빵', '달걀', '우유', '인스턴트 커피', '아몬드슬라이스', '건포도']"
베이컨김치볶음밥그라탕,베이컨 김치볶음밥 그라탕 ,"['밥', '베이컨', '김치', '양파', '피자치즈', '미나리', '고추장', '설탕', '참기름']"
생크림감귤컵케이크,흰눈을 닮은 생크림 감귤컵케이크,"['박력분', '설탕', '달걀', '베이킹파우더', '바닐라오일', '버터', '감귤즙', '오렌지필', '생크림', '감귤통조림']"
