name,food_name,ingredients
키위파스타샐러드,키위파스타샐러드,"['푸실리파스타', '삶을 물', '천일염', '엑스트라버진 올리브오일', '가는소금', '후춧가루', '파슬리가루', '제스프리골드키위', '감귤', '미니브리치즈(50g)', '블랙올리브', '엑스트라버진 올리브오일', '발사믹식초', '아가베시럽', '소금', '후춧가루']"
새송이버섯전복죽,새송이버섯 버터구이 전복맛 나는 새송이관자 만들기,"['새송이버섯', '간장', '맛술', '올리고당', '마늘', '코코넛오일 또는 올리브유', '소금', '후추', '버터']"
애호박새우냉파스타,새우로제파스타 만들기 로제파스타 새우파스타,"['파스타면', '새우', '양파', '양송이', '브로콜리', '통마늘', '페페론치노', '시판로제소스', '굴소스', '후추', '파슬리', '올리브유', '후추', '맛술', '소금']"
구운계란닭가슴살장조림,구운계란닭가슴살장조림!,"['구운계란', '닭가슴살', '청양고추', '진간장', '국간장', '올리고당', '설탕', '물', '후추가루', '생강술', '참기름', '통깨']"
단호박닭봉간장조림,닭봉조림 / 닭봉간장조림,"['닭봉', '청양고추', '원당', '굴소스', '미향', '다진마늘', '진간장', '올리고당', '참기름', '통깨']"
소세지버섯조림,닭가슴살소세지 버섯브리또,"['또띠아', '닭가슴살소세지', '현미밥', '버섯 파프리카', '양파', '치즈', '토마토소스(98%)']"
앤초비봉골레파스타,앤초비 봉골레 파스타 만들기 ,"['파스타', '바지락', '앤초비', '마늘', '건고추', '레몬', '파슬리', '화이트 와인', '방울 토마토', '올리브오일', '소금']"
묵은지냉파스타,#냉파스타 #시원한여름 #들기름묵은지요리 #묵은지냉파스타만들기,"['묵은지', '들기름', '파스타면', '들기름', '소금', '후추', '파슬리가루', '미나리 잎']"
대파삼겹살덮밥,원플레이팅 요리 대파삼겹살 덮밥,"['대패삼겹살', '대파', '김치', '다진단무지', '새싹채소', '무순', '설탕', '식용유', '간장', '맛술', '설탕']"
애호박토마토파스타,토마토파스타 토마토 볶음파스타 ,"['토마토', '파스타(파이니스트파케리)', '양파', '슬라이스햄(베이컨)', '마늘', '바질 여러잎 올리브유', '소금', '후추', '건바질', '레드페퍼', '치즈']"
돼지고기버섯잡채,돼지고기 버섯 잡채,"['돼지고기(잡채용)', '목이버섯', '느타리버섯', '새송이버섯', '양파 작은 것', '당면 500원 크기', '식용유', '맛소금', '후추 톡톡', '간장', '설탕', '들기름', '깨']"
꽈리고추계란장조림,꽈리고추계란장조림,"['계란', '꽈리고추', '홍고추', '마늘', '양조간장', '올리고당', '맛술', '물']"
불고기크림파스타,자글자글 불고기에 고소~한 우유넣어 보글보글!불고기크림파스타,"['불고기용 소고기', '밥', '양파', '당근', '대파 10cm', '스파게티면', '우유', '체다 치즈', '파마산 치즈가루', '간장', '설탕', '다진 마늘', '맛술', '참기름', '후추']"
시금치새우크림파스타,시금치 새우크림 파스타,"['펜넨', '데친시금치', '칵테일새우', '생크림', '소금', '마늘', '맛술', '올리브유', '파마산치즈가루', '소금', '후추']"
무버섯조림,무 버섯 조림,"['무', '표고버섯', '느타리버섯', '다시마', '청양고추', '간장', '올리고당', '설탕', '다진마늘', '다진대파', '맛술', '통깨', '후춧가루']"
들깨버섯덮밥,걸쭉한 들깨 버섯덮밥 만드는 법,"['표고버섯', '느타리버섯', '밥', '양파', '다시마육수', '두유', '들깨가루', '찹쌀가루', '들기름', '식용유', '소금']"
애호박팽이버섯볶음,☆애호박팽이버섯볶음 ⓔ 냉장고 파먹기/냉장고를부탁해~,"['애호박', '팽이버섯', '슬라이스햄', '당근', '파', '참기름', '소금', '깨', '식용유']"
게맛살팽이버섯전,게맛살팽이버섯전,"['게맛살', '계란', '팽이버섯', '부추', '밀가루', '후춧가루', '청양고추']"
브로콜리팽이버섯전,초간단 브로콜리팽이버섯전,"['팽이버섯', '브로콜리', '크래미', '달걀', '부침가루', '기름', '소금', '후추']"
구운버섯샐러드,[백선] 구운버섯 샐러드 ,"['가지', '애호박', '방울토마토', '백선 느타리버섯', '소금', '후추', '스트링치즈', '올리브오일', '발사믹식초']"
낫또가지덮밥,낫또 가지덮밥,"['가지', '낫또', '허브솔트 혹은 후추', '간장', '올리브유']"
송이버섯표고버섯덮밥,송이버섯구이 표고버섯 한우구이,"['송이버섯', '표고버섯', '한우', '후추', '들기름', '소금']"
취나물표고버섯밥,취나물 표고버섯밥 4인분,"['데친 취나물', '쌀(2컵)', '물(2컵)', '생표고']"
두부불고기덮밥,두부불고기덮밥 만드는 법,"['소고기불고기용', '참나물', '두부', '통마늘', '식용유', '대파', '소금', '간장', '설탕', '다진마늘', '후추', '참기름', '깨소금', '불고기양념', '미림', '물']"
톳버섯밥,"#3대천왕 #멍게무침만들기 #멍게비빔밥만들기 #어간장과 톳무침, 톳버섯밥으로 만드는 멍게비빔밥!!","['멍게 무침', '톳 무침', '톳버섯밥', '오이', '어린잎채소', '참기름', '통깨', '멍게', '다진마늘', '고춧가루', '썬파', '매실액', '어간장', '청양고추', '삶은 톳', '설탕', '식초', '소금']"
베이컨알리오올리오파스타,베이컨 알리오올리오 파스타,"['월남고추', '베이컨', '마늘', '파스타면', '소금', '후추', '올리브오일', '파슬리가루']"
치킨크림파스타,<치킨크림파스타> 푸짐하게 즐겨보세요!,"['스파게티면', '닭다리살', '양파', '생크림', '소금', '후추', '바질', '올리브유']"
사천식마파두부덮밥,사천식 마파두부 덮밥 만들기,"['쿡두마파두부용소스', '돼지고기', '두부', '쪽파', '소금', '굵은후추', '간장', '기름', '물']"
두부버섯전골,천연조미료로 만든 '두부버섯전골',"['소고기', '당면', '느타리 버섯', '양파', '통마늘', '청양고추', '풋고추', '두부', '파', '천연조미료', '간장', '꿀', '다진마늘', '식용유']"
푸실리파스타샐러드,푸실리파스타샐러드 만들기,"['양파', '파프리카', '푸실리', '케찹', '볼로네즈소스', '핫소스', '파마산치즈가루']"
황금팽이버섯전,밀가루가 들어가지 않는 황금팽이버섯전,"['황금팽이버섯', '달걀', '오일', '소금', '후추', '참기름']"
건표고버섯계란장조림,건표고버섯계란장조림!,"['건표고버섯', '계란', '홍고추', '월계수잎', '진간장', '굴소스', '올리고당', '설탕', '생강술', '참기름', '통깨']"
아기크래미팽이버섯전,아기 크래미팽이버섯전 레시피 크래미 게살 요리 식감이 재밌어요!,"['크래미', '팽이버섯', '달걀', '부침가루', '현미유']"
송이버섯표고버섯전,표고버섯전 만드는 법 표고버섯전 표고버섯요리 버섯전 버섯전 만드는 법 버섯요리,"['표고버섯', '양파', '대파', '당근', '계란', '소금', '후추']"
표고버섯전복볶음,표고버섯 전복볶음 만드는법 굴소스 전복요리 전복볶음레시피 버섯요리 밑반찬레시피,"['전복', '표고버섯', '양파', '마늘', '청양고추', '식용유', '미림 또는 소주(맛술)', '후추', '소금', '굴소스', '참기름', '전분물', '통깨', '물']"
삼치버섯덮밥,제철이라 더 건강한 제주삼치 버섯덮밥,"['삼치', '느타리버섯', '양파', '대파', '레몬', '밥', '맛술', '소금', '후추', '간장', '물', '올리고당', '맛술', '후추', '다진 마늘']"
골뱅이오일파스타,[건강집밥] 골뱅이 오일파스타 (feat.현미파스타면),"['현미파스타면', '골뱅이캔', '파프리카', '올리브오일', '페페론치노', '가지', '양파', '마늘']"
마늘팽이버섯볶음,팽이버섯요리 : 팽이버섯마늘쫑전,"['팽이버섯', '당근', '계란', '마늘쫑', '소금', '기름']"
관자버섯볶음밥,관자 버섯 볶음밥 레시피 표고버섯볶음밥,"['밥', '관자', '표고버섯', '양파', '당근', '버터', '청주', '맛간장', '식용유', '다진 대파', '참기름', '통깨', '소금', '후춧가루']"
꽈리고추새송이버섯장조림,면역력에 좋은 꽈리고추 새송이버섯 장조림,"['새송이버섯', '꽈리고추', '마늘', '홍고추', '진간장', '맛술', '올리고당', '물', '참기름', '노두유']"
파프리카새송이버섯볶음,굴소스로 맛을 낸 파프리카 새송이버섯 볶음,"['새송이버섯', '파프리카(빨강/주황/노랑) 각', '양파', '대파', '굴소스', '고추가루', '식용유', '천일염', '참기름', '통깨']"
코다리표고버섯조림,빠르고 간편한 스피드가정식! 코다리표고버섯조림황금레시피 공개!,"['코다리', '표고버섯', '양파', '대파', '무', '청고추', '홍고추', '참기름', '멸치다시마육수', '고추장', '요리에한수 깔끔한맛', '다진마늘', '생강즙', '고추가루', '매실청', '정원 맛간장', '올리고당', '후춧가루']"
아보카도연어덮밥,아보카도연어덮밥,"['훈제연어 1인', '양파 소', '공기밥', '아보카도', '통깨', '쯔유', '식초']"
고추참치마요덮밥,참치마요보다 맛있는 고추참치마요덮밥,"['고추참치', '밥', '달걀', '깻잎', '마요네즈', '참기름', '김가루', '식용유', '소금', '후추']"
매콤가지덮밥,매콤한 대패삼겹살 가지덮밥!!,"['대패삼겹살', '가지', '양파', '대파', '다진마늘', '후추', '굴소스', '들기름/참기름', '맛술']"
연어시금치크림파스타,연어시금치크림파스타:연어캔과 포항초의 맛있는 만남,"['스파게티면', '소금', '생크림', '우유', '마늘', '양파', '시금치', '느타리', '소금', '후추', '치즈가루', '버터', '올리브오일']"
우엉소고기덮밥소스,더비비고 우엉소고기 덮밥소스 ,"['우엉 소고기 덮밥소스', '통마늘', '식용유', '소고기 채끝', '소금', '데친브로콜리']"
소세지표고버섯볶음,소세지표고버섯볶음 맛있게 만드는방법/소세지야채볶음/술안주,"['표고버섯', '비엔나소세지', '당근', '고추', '마늘', '간장', '설탕', '케첩', '식초', '다진마늘', '카놀라유', '깨소금', '다진생강']"
생연어덮밥,생연어덮밥:아들을 위한 발라드,"['생연어', '맛술', '후추', '밥', '식초', '상추', '새싹채소', '케이퍼', '매실액', '소금', '양파', '마요네즈', '딸기청', '레몬즙']"
표고버섯샐러드,표고버섯 샐러드 맛과 향에 빠져 보세요.,"['표고버섯', '간장', '홀그레인 머스타드', '설탕', '유자청', '올리브오일', '소금', '후춧가루']"
소고기표고버섯조림,"아기 반찬, 떠먹는 소고기표고버섯조림 레시피!","['물', '소고기', '표고버섯', '전분가루', '물']"
모듬버섯잡채,모듬버섯잡채,"['애호박', '빨간파프리카', '맛타리버섯', '표고버섯', '팽이버섯', '양파 중간크기', '다진마늘', '식용유', '후추', '소금', '진간장']"
명란알리오올리오파스타,명란 알리오 올리오 파스타,"['스파게티면', '올리브오일', '통마늘', '소금', '명란젓']"
버섯오일파스타,꼬막 버섯 오일 파스타 만들기,"['꼬막', '말린표고버섯', '올리브오일', '소금', '후추', '마늘', '파스타', '타임']"
소고기표고버섯미역국,표고버섯 소고기미역죽,"['소고기 미역국(비비고)', '햇반(210g)', '표고버섯', '물']"
참치토마토펜네파스타,참치캔으로 즐기자~참치토마토펜네파스타,"['펜네', '참치캔', '홀토마토캔', '홀토마토캔', '양파', '케이퍼', '다진마늘', '바질가루', '파슬리가루', '올리브유', '면수', '소금', '후추']"
가지파스타샐러드,담백한 대구스테이크와 가지 파스타 샐러드,"['가지', '소금', '후추', '올리브유', '대구살', '청주', '전분', '오일', '파스타면', '오이', '견과류', '발사믹식초', '양파']"
계란장조림주먹밥,짭쪼름하고 맛있는 계란장조림주먹밥ㅣEgg Jangjorim Rice Ball,"['밥', '장조림 계란', '장조림 간장', '물', '맛술', '참기름']"
오징어불고기덮밥,내맘대로요리@ 오징어불고기덮밥,"['고추장', '다진마늘', '고춧가루', '매실액', '올리고당', '간장', '오징어', '불고기', '당근', '양파', '깻잎', '팽이버섯']"
새송이버섯잡채,새송이 버섯잡채,"['새송이버섯', '당근', '파프리카', '당면', '참기름', '간장', '올리고당']"
시금치소고기덮밥,시금치 소고기 덮밥 만들기,"['시금치', '다진 소고기', '양파', '당근', '다진 마늘', '굴소스', '액젓', '식용유', '밥']"
소고기토마토파스타,소고기토마토파스타,"['토마토', '소고기', '파스타면', '양파', '다진마늘', '통마늘', '병소스', '호박', '소금', '후추', '바질가루', '생강가루', '모짜렐라치즈']"
간장팽이버섯덮밥,간장 팽이버섯 덮밥 ,"['팽이버섯', '진간장', '양파', '굴소스', '꿀', '마진 마늘', '맛술', '물', '달걀', '식용유', '트러플오일', '후추', '밥']"
전복표고버섯장조림,♥[신혼밥상] 전복 표고버섯 장조림,"['전복', '표고버섯', '청양고추', '홍고추', '통마늘', '꿀 또는 올리고당', '참기름', '통깨', '물', '간장', '맛술', '매실액']"
생목이버섯볶음,생목이버섯볶음 만들기 생목이버섯 요리,"['생목이버섯', '양파', '당근', '대파', '다진마늘', '간장', '올리고당', '참기름', '소금']"
자숙새우오일파스타,"자숙새우 오일파스타, 오일파스타","['자숙새우 25마리...새우살', '허브솔트', '올리브유', '마늘', '청양고추', '파스타면', '허브솔트', '면수 또는 물']"
수삼불고기덮밥,수삼 불고기덮밥 만드는 법,"['밥', '소고기', '수삼', '참나물', '간장', '배', '설탕', '다진 파', '다진 마늘', '참기름', '깨', '후춧가루']"
톳표고버섯밥,앗싸 건강은 요기요.톳표고버섯현미밥.살들은 가라!ㅋㅌ,"['톳', '표고버섯', '간장', '참기름', '매실액', '통깨', '청양고추']"
소시지양송이버섯볶음,소시지 양송이버섯 볶음,"['통그릴 비엔나', '양송이버섯', '청양초', '굴소스', '후추', '올리고당']"
송화버섯구이,송화버섯구이 식감도 좋아,"['송화버섯', '소금', '들기름', '후추']"
표고버섯메추리알장조림,표고버섯 메추리알장조림 쫄깃하니 맛있는 밑반찬,"['표고버섯', '깐 메추리알', '물', '간장', '저염 액젓', '올리고당', '청주', '생강가루', '다시마', '멸치가루', '청양고추', '홍고추']"
우삼겹샐러드파스타,우삼겹 샐러드 파스타,"['양상추', '로메인', '적채', '양파', '오리엔탈드레싱', '스윗칠리소스', '할라피뇨 피클', '파스타면', '파마산치즈가루', '우삽겹']"
코다리표고버섯무조림,코다리 표고버섯 무조림 ,"['코다리', '무', '말린표고버섯(생표고 가능)', '양파즙', '식용유', '멸치 다시마 육수', '간장', '굴소스', '맛술', '참기름', '다진생강', '설탕', '마늘']"
소세지버섯볶음밥,"버터 넣고 풍미를 더욱 올린, 소세지버섯볶음밥","['밥', '소시지', '새송이버섯', '포도씨유', '버터', '다진마늘', '치킨스톡', '후추']"
매콤팽이버섯조림,매콤팽이버섯조림!,"['팽이버섯', '대파', '청양고추', '고추장', '고추가루', '진간장', '다진마늘', '올리고당', '설탕', '후추가루', '참기름', '통깨']"
해물알리오올리오파스타,"딸입맛도 사로잡은
해물알리오올리오파스타","['굴', '자숙홍합', '갑오징어', '파스타면', '청양고추', '양파', '마늘', '청경채', '알리오올리오소스', '올리브오일', '파슬리가루', '후추', '소금']"
양파오징어덮밥,"오징어,양파만 있으면 끝! 매콤 양파 오징어덮밥 만들기 :)","['오징어 자른것', '양파 채썬것', '파', '밥', '국간장', '고추장', '설탕', '다진마늘', '고춧가루', '소금', '후추']"
다시마불고기덮밥,[식약처] 다시마불고기덮밥,"['다시마', '돼지고기', '밥', '양파', '팽이버섯', '당근', '불고기소스', '대파', '어린잎', '식용유', '간장', '설탕', '참기름', '참깨', '소금', '후추']"
가지버섯무침,가지버섯무침,"['새송이버섯', '가지', '국간장', '다진마늘', '참기름', '갈은 깨', '청양고추']"
날치알연어덮밥,날치알 연어덮밥 만드는 법,"['연어캔', '달걀지단', '날치알', '브로콜리', '밥(따뜻한거)', '레몬', '데리야키소스']"
느타리버섯소고기덮밥,느타리버섯 소고기덮밥 만드는 법,"['다진쇠고기', '느타리버섯', '홍피망', '브로콜리', '양파', '밥', '간장', '다진파', '굴소스', '다진마늘', '맛술']"
봄동삼겹살간장조림,봄 냄새 가득한 봄동 삼겹살 간장조림,"['삼겹살', '봄동', '달래', '청양고추']"
꽃게로제파스타,꽃게 로제파스타,"['다진마늘', '꽃게', '우유', '로제파스타소스', '면수']"
알송이버섯볶음,미니 꼬마새송이버섯요리 고춧가루 넣고 매콤한 알송이버섯볶음 만들기,"['꼬마새송이버섯 1팩', '청양고추', '식용유', '고춧가루', '다진마늘', '설탕', '굴소스', '참기름']"
돌나물오일냉파스타,[돌나물오일냉파스타] 봄나물레시피 4탄! 돌나물을 이용한 차가운 오일 파스타??,"['파스타면', '돌나물', '들기름', '간장', '소금', '후추']"
닭똥집샐러드파스타,닭똥집 샐러드 파스타! 모두가 만족하는 어린이날 어버이날 레시피,"['스파게티 면', '소금', '물', '올리브유', '새싹채소', '맛살', '방울토마토', '샐러드용 치즈', '오리엔탈 드레싱', '닭근위', '밀가루', '소금', '미림 또는 소주', '물', '마늘', '은행', '소금', '후추', '올리브유']"
닭가슴살푸실리냉파스타,차갑게 즐기는 다이어트 샐러드--닭가슴살 푸실리 냉파스타,"['닭가슴살', '푸실리', '양상추', '샐러드채소', '방울토마토', '소금', '오리엔탈드레싱']"
참타리버섯볶음,참타리버섯볶음 만들기,"['참타리버섯', '양파', '식용유', '소금', '다진마늘', '간장', '참기름']"
소고기버섯들깨탕,소고기버섯들깨탕 ,"['팽이버섯', '새송이버섯', '느타리 버섯', '소고기양지', '들깨가루', '마늘', '국간장', '천일염', '다싯물', '소금', '후추']"
햄오일파스타,햄 오일 파스타 만들기,"['마늘', '새우', '슬라이스 햄', '페페론치노', '올리브오일', '링귀니 파르펠레', '파슬리가루', '치킨스톡', '후추가루', '화이트와인', '면수', '홍합국물']"
