name,food_name,ingredients
불고기버거샌드위치,그릴드 불고기버거샌드위치~,"['식판용 양념 소불고기', '시금치', '양송이버섯', '통마늘', '식빵', '노란색 치즈', '모짜렐라피자치즈', '먹다남은 치킨 무', '할라피뇨 슬라이스', '마요네즈', '다진마늘', '소금', '후추']"
사천식마파두부덮밥,사천식 마파두부 덮밥 만들기,"['쿡두마파두부용소스', '돼지고기', '두부', '쪽파', '소금', '굵은후추', '간장', '기름', '물']"
뚝배기소불고기,<어린이반찬> 부드러운 뚝배기 소불고기!,"['소고기', '양파', '배 작은키기', '통마늘', '당면사리', '간장', '파슬리가루', '조청', '생강가루', '후추가루']"
오리불고기단호박찜,"여름 보양식, 오리불고기 단호박찜","['미니 단호박', '오리불고기', '양파', '대파', '모차렐라 치즈', '파슬리가루']"
매운소고기무국,매운 쇠고기국,"['소고기(국거리)', '양파', '새송이버섯', '대파', '청주', '참기름', '멸치다시물', '고춧가루', '국간장', '다진마늘']"
쇠고기안심스테이크,쇠고기안심 스테이크,"['쇠고기 안심 스테이크용', '양파', '올리브유', '소금', '후춧가루', '버터', '간장', '우스터소스', '케찹', '레드와인', '시판스테이크소스', '황설탕', '양송이버섯', '물(가감)']"
베이컨두부스테이크,야채와 함께 먹는 베이컨 두부스테이크,"['두부', '베이컨', '부침가루', '식용유', '부추', '채썬 당근', '채썬 양파', '마요네즈', '레몬청']"
계란돼지고기덮밥,계란돼지고기덮밥 레시피 돼지고기 요리,"['돼지고기 찌개용', '양파', '계란', '다진마늘', '후추', '식용유', '굴소스', '간장', '설탕', '돈까스 소스']"
파기름새우계란볶음밥,파기름 새우 계란 볶음밥 들기름 간장 양념 볶음밥 한 접시요리,"['밥', '새우', '들기름', '계란', '파', '당근', '조청', '깨소금']"
치킨까스카레덮밥,치킨까스 카레덮밥 만들기 ,"['감자', '양파', '당근', '닭가슴살(카레용)', '닭가슴살(치킨까스용)', '달걀', '카레', '물', '다진마늘', '소금', '후춧가루(카레용)', '밀가루', '빵가루', '소금', '후춧가루']"
토마토치킨카레,색다르게카레를 즐기고싶다면♥토마토치킨카레,"['토마토', '양파', '당근', '감자', '닭정육', '버터', '토마토페이스트', '카레분말']"
스팸함박스테이크,스팸함박스테이크,"['치즈', '스팸', '계란', '후추', '빵가루']"
새우고구마카레,새우 고구마 카레 만들기,"['카레 분말', '새우살', '고구마', '양파', '애호박', '당근', '식용유', '물']"
부채살육전,부채살육전으로 부드럽고 맛있는 육전즐기기 : ),"['소고기 부채살', '배', '파프리카', '양파', '찹쌀가루', '달걀', '간장', '식초', '꿀', '연겨자', '맛술']"
인삼등갈비찜,인삼등갈비찜,"['돼지등갈비', '무', '당근', '수삼', '대추', '은행', '대파', '마늘', '통후추', '양조간장', '설탕', '물엿', '배(갈은것)', '양파(갈은것)', '맛술', '후추', '물엿', '참기름']"
허브연어스테이크,맥코믹 허브 연어 스테이크,"['연어', '파프리카', '그린빈스', '버섯', '올리브오일', '맥코믹시즈닝그라인더']"
마라육회,마라육회 고수무침 만들기 : 의외의 찰떡궁합 안주!,"['육회용 소고기', '또띠아', '다진양파', '파프리카', '오이', '참기름', '마라소스', '고수', '무침용 소스', '소금', '후추', '참깨', '팔각']"
버섯오일파스타,꼬막 버섯 오일 파스타 만들기,"['꼬막', '말린표고버섯', '올리브오일', '소금', '후추', '마늘', '파스타', '타임']"
한식풍닭가슴살스테이크,[식약처] 한식풍닭가슴살스테이크,"['닭가슴살', '미나리', '쌀', '청경채', '무', '맛간장', '고춧가루', '다진마늘', '물', '된장', '매실청', '들기름', '다진양파', '검은깨', '다진마늘']"
마카로니해물토마토파스타,"푹 떠먹는 '마카로니 해물토마토파스타', 오븐요리 레시피! ","['마카로니', '완두콩 캔', '해물', '양파(소)', '파프리카', '화이트와인', '다진마늘', '소금', '토마토소스', '리코타치즈', '피자치즈', '생 바질', '다진 당근']"
계란마늘볶음밥,담백한 마늘종 계란볶음밥,"['마늘쫑', '베이컨', '계란', '밥', '굴소스', '후추']"
마라제육덮밥,"마라제육덮밥 레시피, 매콤한 한 그릇 요리!","['돼지고기', '마라소스', '다진마늘', '양파', '대파', '밥', '당근', '홍피망', '깻잎', '쪽파', '참깨']"
간장오리불고기,간장오리불고기,"['간장오리불고기', '양파', '느타리버섯', '부추']"
그린홍합토마토파스타,#그린홍합요리 #그린홍합토마토파스타만들기,"['그린홍합', '다진마늘', '양파', '표고버섯', '고기산적', '토마토소스', '모짜렐라치즈', '허브가루', '소금', '후추', '청주/화이트와인', '스파게티']"
돼지고기뚝배기불고기,돼지고기 뚝배기불고기,"['돼지고기', '양파', '팽이버섯', '청양고추', '대파', '당면', '다진마늘', '양파', '키위', '파일애플', '마늘', '대파', '간장', '설탕', '매실청', '맛술', '참기름', '물']"
크림치즈치킨스테이크,크림치즈 치킨 스테이크,"['버터', '시금치', '닭 가슴살', '크림치즈', '피자치즈', '가루치즈', '소금', '후추']"
느타리버섯불고기,느타리버섯 불고기,"['소고기', '느타리버섯', '양파', '시판용 불고기 양념']"
삼겹살고추장불고기,삼겹살 고추장 불고기,"['삼겹살', '양파', '대파', '버섯', '마늘', '후추가루', '통깨', '고추장 듬뿍', '고춧가루', '간장', '물엿', '생강즙', '매실액기스', '참기름', '요리술']"
수삼불고기덮밥,수삼 불고기덮밥 만드는 법,"['밥', '소고기', '수삼', '참나물', '간장', '배', '설탕', '다진 파', '다진 마늘', '참기름', '깨', '후춧가루']"
당근두부스테이크,당근과 두부의 환상의 조합! 당근두부스테이크 & 당근주스 feat. 도깨비방망이,"['당근', '두부', '양파', '돼지고기 다짐육', '소금', '후추', '밀가루', '달걀', '간장', '설탕', '케찹', '버터', '물', '당근', '사과', '물']"
신라면투움바파스타,신라면 투움바 파스타 초간단 라면요리 점심메뉴추천,"['신라면', '우유', '양파', '통마늘', '버터', '체다치즈', '칵테일 새우', '후춧가루']"
한방갈비탕,한방 갈비탕 집에서도 이렇게 끓여먹어요.,"['갈비', '무', '마늘', '당귀or황귀말린것', '대추', '조선간장or액젓', '대파', '후추', '소금']"
야채카레고로케,노란(순정) 느타리버섯 야채카레 고로케,"['순정 노란 느타리버섯', '오뚜기 카레 매운맛', '빵가루', '식용유', '계란', '당근', '두부', '파', '다진 마늘', '후추', '소금']"
해물버섯덮밥,해물버섯덮밥(초간단 한그릇요리),"['해물믹스', '새송이버섯', '느타리버섯', '표고버섯', '빨간파프리카', '노란 파프리카', '양파', '쪽파', '통마늘', '고추기름', '굴소스', '맛술', '후춧가루', '생강술', '허브소금']"
치즈참치볶음밥,참치베이컨치즈밥,"['참치', '치즈', '베이컨', '양파', '밥', '옥수수콘', '고추장', '케찹', '물엿', '참기름']"
오리불고기간장떡볶이,오리고기 훈제 간장 떡볶이,"['오리고기 훈제', '가래떡', '양배추', '적양배추', '청양고추', '간장', '멸치 육수', '꿀', '깨소금', '참기름', '마늘']"
매콤소고기카레,소고기를 넣어도 맛있는 카레~ 소고기카레 만드는법 ♩ ,"['\u200b카레가루', '국거리소고기', '감자', '당근', '양파']"
풋고추소고기말이,비타민 가득한 풋고추 소고기말이,"['풋고추', '소불고기감', '파프리카', '찹쌀가루', '올리고당', '맛술', '매실액', '참기름', '간마늘', '후추', '간장']"
오리불고기또띠아롤,간식으로도 좋은 간장오리불고기 또띠아롤,"['오리고기', '당근', '자색 당근', '치커리', '또띠아', '간장', '매실액', '다진마늘', '생강즙', '설탕', '참기름']"
굴소스참치야채볶음밥,간편한 굴소스 참치볶음밥,"['대파', '새우', '계란', '밥', '참치', '굴소스', '깨']"
소고기고구마카레,소고기카레 달콤한 고구마를 넣은 소고기 고구마 카레라이스,"['고형카레', '고구마(중)', '호박', '당근(소)', '양파(중)', '소고기', '버터']"
진짬뽕투움바파스타,진짬뽕투움바파스타 만드는법 ! ,"['진짬뽕', '베이컨', '체다슬라이스치즈', '양파', '우유']"
토마토브로콜리야채카레,토마토 브로콜리 야채 카레 고형카레 만드는법 아침메뉴,"['에스비 골든 카레', '감자', '당근', '브로콜리', '냉동 방울토마토', '물', '기름']"
강된장대패삼겹살덮밥,초초초간단 대패삼겹살 요리 : 강된장 대패삼겹살 덮밥!,"['대패삼겹살', '강 된장 소스', '대파', '양파', '올리고당', '달걀 노른자', '밥']"
소고기대파육개장,소고기대파육개장 얼큰칼칼~,"['소고기', '건표고버섯', '대파', '팽이버섯', '국간장', '액젓', '다진마늘', '고춧가루', '술', '고추기름']"
송이버섯표고버섯덮밥,송이버섯구이 표고버섯 한우구이,"['송이버섯', '표고버섯', '한우', '후추', '들기름', '소금']"
양배추새우볶음밥,최고의 요리비결 양배추새우볶음밥,"['양배추', '달걀', '소금', '새우', '밥', '식용유', '참치액', '양조간장', '굴소스', '설탕', '마요네즈', '고추냉이', '식초']"
명란젓달걀볶음밥,짭쪼르름한 맛이 쵝오얌 ★ 명란젓달걀볶음밥 ★ ,"['밥', '명란젓', '대파', '달걀', '다진마늘', '참기름', '소금', '후춧가루', '식용유', '쪽파', '김가루']"
묵은지스팸볶음밥,묵은지스팸볶음밥~간단한그릇!,"['묵은지', '스팸', '올리브유', '후추가루', '설탕', '참기름', '통깨']"
떡갈비찹스테이크,고구마떡갈비찹스테이크#고구마 #떡갈비 #양파 #파프리카#브로콜리,"['떡갈비', '양파', '밤고구마', '빨간파프리카', '노란파프리카', '브로콜리', '구운소금', '굴소스', '참기름', '통참깨', '까놀라유']"
시금치펜네파스타,시금치페스토 만들기 시금치 크림 파스타,"['스파게티 면', '시금치', '올리브오일', '생크림', '다진 마늘', '소금', '파르메산 치즈 가루', '후춧가루']"
쪽파불고기덮밥,[우리집 식탁] 쪽파 불고기덮밥,"['소고기 불고기감', '설탕', '간장', '청주', '다진마늘', '다진파', '후추가루', '간 배', '참기름', '통깨', '쪽파 7cm 길이로 썬 것', '새송이버섯 중간사이즈', '당근', '양파', '홍고추']"
